taxonID,area,gazetteer,status,referenceID,remarks
S524080040,"ZA, Limpopo",,NATIVE,,
p850035233,"ZA, Limpopo",,NATIVE,4384,
S524150210,"ZA, Limpopo",,NATIVE,10384,
S560300010,"ZA, Limpopo",,NATIVE,,
S901060056,"ZA, Limpopo",,NATIVE,,
S900390010,"ZA, Limpopo",,NATIVE,,
S524150230,"ZA, Limpopo",,NATIVE,10384,
S904010170,"ZA, Limpopo",,NATIVE,,
S851540080,"ZA, Limpopo",,NATIVE,,
S750430020,"ZA, Limpopo",,NATIVE,,
S943610570,"ZA, Limpopo",,NATIVE,,
S761800100,"ZA, Limpopo",,NATIVE,,
S606130020,"ZA, Limpopo",,NATIVE,10384,
S610750010,"ZA, Limpopo",,NATIVE,872,
S902140030,"ZA, Limpopo",,NATIVE,10123,
S614970100,"ZA, Limpopo",,NATIVE,,
S901060260,"ZA, Limpopo",,NATIVE,,
S590020030,"ZA, Limpopo",,NATIVE,,
S611250100,"ZA, Limpopo",,NATIVE,,
S820730100,"ZA, Limpopo",,NATIVE,,
S804050490,"ZA, Limpopo",,NATIVE,,
S715110410,"ZA, Limpopo",,NATIVE,,
S609141650,"ZA, Limpopo",,NATIVE,,
S611140110,"ZA, Limpopo",,NATIVE,,
S802540080,"ZA, Limpopo",,NATIVE,,
S506080020,"ZA, Limpopo",,NATIVE,,
S571800108,"ZA, Limpopo",,NATIVE,,
S954930040,"ZA, Limpopo",,NATIVE,,
S611110340,"ZA, Limpopo",,NATIVE,,
S658020070,"ZA, Limpopo",,NATIVE,10384,
S610551120,"ZA, Limpopo",,NATIVE,872,
S521420140,"ZA, Limpopo",,NATIVE,10384,
S521120050,"ZA, Limpopo",,NATIVE,10384,
S521120010,"ZA, Limpopo",,NATIVE,,
S521070020,"ZA, Limpopo",,NATIVE,,
S521350070,"ZA, Limpopo",,NATIVE,10384,
S523370110,"ZA, Limpopo",,NATIVE,10384,
S523370110,"ZA, Limpopo",,NATIVE,10384,
S505180010,"ZA, Limpopo",,NATIVE,10673,
S570630080,"ZA, Limpopo",,NATIVE,,
p602110011,"ZA, Limpopo",,NATIVE,,
S501260040,"ZA, Limpopo",,NATIVE,,
S901091570,"ZA, Limpopo",,NATIVE,,
S503710100,"ZA, Limpopo",,NATIVE,,
S491140110,"ZA, Limpopo",,NATIVE,,
S940990030,"ZA, Limpopo",,NATIVE,,
S494720120,"ZA, Limpopo",,NATIVE,,
S521030040,"ZA, Limpopo",,NATIVE,,
S610510040,"ZA, Limpopo",,NATIVE,872,
S714550080,"ZA, Limpopo",,NATIVE,,
S506650050,"ZA, Limpopo",,NATIVE,,
S505280030,"ZA, Limpopo",,NATIVE,,
S742540060,"ZA, Limpopo",,NATIVE,,
S943610205,"ZA, Limpopo",,NATIVE,,
S521420520,"ZA, Limpopo",,NATIVE,,
S503420130,"ZA, Limpopo",,NATIVE,,
S614500030,"ZA, Limpopo",,NATIVE,,
S906290130,"ZA, Limpopo",,NATIVE,,
S720050170,"ZA, Limpopo",,NATIVE,,
S610551650,"ZA, Limpopo",,NATIVE,872,
S652130010,"ZA, Limpopo",,NATIVE,,
S853650020,"ZA, Limpopo",,NATIVE,,
S700270070,"ZA, Limpopo",,NATIVE,,
S602270030,"ZA, Limpopo",,NATIVE,,
S550110050,"ZA, Limpopo",,NATIVE,,
S560230010,"ZA, Limpopo",,NATIVE,,
S610091820,"ZA, Limpopo",,NATIVE,,
S851840070,"ZA, Limpopo",,NATIVE,,
S602300080,"ZA, Limpopo",,NATIVE,,
S955350020,"ZA, Limpopo",,NATIVE,,
S602620040,"ZA, Limpopo",,NATIVE,,
S956280011,"ZA, Limpopo",,NATIVE,,
S802510050,"ZA, Limpopo",,NATIVE,,
S590100030,"ZA, Limpopo",,NATIVE,,
S971300070,"ZA, Limpopo",,NATIVE,,
S610550250,"ZA, Limpopo",,NATIVE,10384,
S305710010,"ZA, Limpopo",,NATIVE,10688,
S820530010,"ZA, Limpopo",,NATIVE,,
S521270070,"ZA, Limpopo",,NATIVE,,
S701521390,"ZA, Limpopo",,NATIVE,,
S900010120,"ZA, Limpopo",,NATIVE,,
S655010325,"ZA, Limpopo",,NATIVE,10690,
S611500030,"ZA, Limpopo",,NATIVE,,
S906290070,"ZA, Limpopo",,NATIVE,,
S390180030,"ZA, Limpopo",,NATIVE,,
S851540030,"ZA, Limpopo",,NATIVE,,
S735100020,"ZA, Limpopo",,NATIVE,,
S903020060,"ZA, Limpopo",,NATIVE,,
S523040010,"ZA, Limpopo",,NATIVE,,
S523050120,"ZA, Limpopo",,NATIVE,,
S524210010,"ZA, Limpopo",,NATIVE,10384,
S521021382,"ZA, Limpopo",,NATIVE,,
S840050170,"ZA, Limpopo",,NATIVE,,
S900160180,"ZA, Limpopo",,NATIVE,,
S490260070,"ZA, Limpopo",,NATIVE,,
S953341070,"ZA, Limpopo",,NATIVE,,
S507110070,"ZA, Limpopo",,NATIVE,10698,
S602030010,"ZA, Limpopo",,NATIVE,10384,
S610090280,"ZA, Limpopo",,NATIVE,,
S851880100,"ZA, Limpopo",,NATIVE,,
S943610250,"ZA, Limpopo",,NATIVE,,
S602110070,"ZA, Limpopo",,NATIVE,,
S941000020,"ZA, Limpopo",,NATIVE,,
S490260100,"ZA, Limpopo",,NATIVE,,
S906510420,"ZA, Limpopo",,NATIVE,,
S802520010,"ZA, Limpopo",,NATIVE,,
S900130010,"ZA, Limpopo",,NATIVE,,
S506150040,"ZA, Limpopo",,NATIVE,,
S900690030,"ZA, Limpopo",,NATIVE,,
S900670030,"ZA, Limpopo",,NATIVE,,
S953620010,"ZA, Limpopo",,NATIVE,,
S523740065,"ZA, Limpopo",,NATIVE,,
S610550640,"ZA, Limpopo",,NATIVE,10384,
S494720010,"ZA, Limpopo",,NATIVE,2777,
S110030040,"ZA, Limpopo",,NATIVE,10384,
S110030170,"ZA, Limpopo",,NATIVE,10384,
S130110630,"ZA, Limpopo",,NATIVE,10384,
S130110610,"ZA, Limpopo",,NATIVE,10384,
S160920010,"ZA, Limpopo",,NATIVE,10384,
S155020010,"ZA, Limpopo",,NATIVE,10384,
S172210100,"ZA, Limpopo",,NATIVE,10384,
S172390030,"ZA, Limpopo",,NATIVE,10384,
S173860430,"ZA, Limpopo",,NATIVE,10384,
S173660170,"ZA, Limpopo",,NATIVE,10384,
S170165100,"ZA, Limpopo",,NATIVE,10384,
S185050150,"ZA, Limpopo",,NATIVE,10384,
S185260040,"ZA, Limpopo",,NATIVE,10384,
S185850020,"ZA, Limpopo",,NATIVE,10384,
S190240030,"ZA, Limpopo",,NATIVE,10384,
S190240120,"ZA, Limpopo",,NATIVE,10384,
S200100050,"ZA, Limpopo",,NATIVE,10384,
S362240020,"ZA, Limpopo",,NATIVE,10384,
S362310010,"ZA, Limpopo",,NATIVE,10384,
S363330070,"ZA, Limpopo",,NATIVE,10384,
S363280060,"ZA, Limpopo",,NATIVE,10384,
S363120010,"ZA, Limpopo",,NATIVE,10384,
S363305020,"ZA, Limpopo",,NATIVE,10384,
S360730010,"ZA, Limpopo",,NATIVE,10384,
S345030010,"ZA, Limpopo",,NATIVE,10384,
S345110060,"ZA, Limpopo",,NATIVE,10384,
S340040040,"ZA, Limpopo",,NATIVE,10384,
S370230040,"ZA, Limpopo",,NATIVE,10384,
S375170050,"ZA, Limpopo",,NATIVE,10384,
S376020200,"ZA, Limpopo",,NATIVE,10384,
S376040110,"ZA, Limpopo",,NATIVE,10384,
S376040140,"ZA, Limpopo",,NATIVE,10384,
S376060040,"ZA, Limpopo",,NATIVE,10384,
S376090060,"ZA, Limpopo",,NATIVE,10384,
S376140020,"ZA, Limpopo",,NATIVE,10384,
S385120230,"ZA, Limpopo",,NATIVE,10384,
S440040300,"ZA, Limpopo",,NATIVE,10384,
S410040160,"ZA, Limpopo",,NATIVE,129,
S450290010,"ZA, Limpopo",,NATIVE,10384,
S450110040,"ZA, Limpopo",,NATIVE,10384,
S450340010,"ZA, Limpopo",,NATIVE,10384,
S420010010,"ZA, Limpopo",,NATIVE,10384,
S420600020,"ZA, Limpopo",,NATIVE,10384,
S420210020,"ZA, Limpopo",,NATIVE,10384,
S420240020,"ZA, Limpopo",,NATIVE,10384,
S420290020,"ZA, Limpopo",,NATIVE,10384,
S420310060,"ZA, Limpopo",,NATIVE,10384,
S420420180,"ZA, Limpopo",,NATIVE,10384,
S420420160,"ZA, Limpopo",,NATIVE,10384,
S420660020,"ZA, Limpopo",,NATIVE,10384,
S420875040,"ZA, Limpopo",,NATIVE,10384,
S421020050,"ZA, Limpopo",,NATIVE,10384,
S421020190,"ZA, Limpopo",,NATIVE,10384,
S475010010,"ZA, Limpopo",,NATIVE,10384,
S295310090,"ZA, Limpopo",,NATIVE,78,
S257410460,"ZA, Limpopo",,NATIVE,10384,
S257410320,"ZA, Limpopo",,NATIVE,10384,
S257410380,"ZA, Limpopo",,NATIVE,10384,
S257410120,"ZA, Limpopo",,NATIVE,10384,
S258600440,"ZA, Limpopo",,NATIVE,10384,
S270010060,"ZA, Limpopo",,NATIVE,129,
S248520540,"ZA, Limpopo",,NATIVE,10384,
S255210150,"ZA, Limpopo",,NATIVE,10384,
S254030110,"ZA, Limpopo",,NATIVE,10384,
S303270010,"ZA, Limpopo",,NATIVE,10384,
S305730010,"ZA, Limpopo",,NATIVE,10384,
S305560010,"ZA, Limpopo",,NATIVE,10384,
S302080020,"ZA, Limpopo",,NATIVE,10384,
S250390030,"ZA, Limpopo",,NATIVE,10384,
S290061220,"ZA, Limpopo",,NATIVE,10384,
S272050090,"ZA, Limpopo",,NATIVE,10384,
S272050030,"ZA, Limpopo",,NATIVE,10384,
S240090020,"ZA, Limpopo",,NATIVE,10384,
S460410100,"ZA, Limpopo",,NATIVE,10384,
S460410030,"ZA, Limpopo",,NATIVE,10384,
S460280010,"ZA, Limpopo",,NATIVE,10384,
S460290100,"ZA, Limpopo",,NATIVE,10384,
S460120070,"ZA, Limpopo",,NATIVE,10384,
S460120080,"ZA, Limpopo",,NATIVE,10384,
S421020010,"ZA, Limpopo",,NATIVE,553,
S310010420,"ZA, Limpopo",,NATIVE,10384,
S470010090,"ZA, Limpopo",,NATIVE,10384,
S492030020,"ZA, Limpopo",,NATIVE,10384,
S490250010,"ZA, Limpopo",,NATIVE,10384,
S494390010,"ZA, Limpopo",,NATIVE,10384,
S494770010,"ZA, Limpopo",,NATIVE,10384,
S494940100,"ZA, Limpopo",,NATIVE,10384,
S495060020,"ZA, Limpopo",,NATIVE,10384,
S491120010,"ZA, Limpopo",,NATIVE,10384,
S491120070,"ZA, Limpopo",,NATIVE,10384,
S491120310,"ZA, Limpopo",,NATIVE,10384,
S491393010,"ZA, Limpopo",,NATIVE,10384,
S491060120,"ZA, Limpopo",,NATIVE,10384,
S491140260,"ZA, Limpopo",,NATIVE,10384,
S491225010,"ZA, Limpopo",,NATIVE,10384,
S491110065,"ZA, Limpopo",,NATIVE,10384,
S491160040,"ZA, Limpopo",,NATIVE,10384,
S491340010,"ZA, Limpopo",,NATIVE,10384,
S491490020,"ZA, Limpopo",,NATIVE,10384,
S491200070,"ZA, Limpopo",,NATIVE,10384,
S491230260,"ZA, Limpopo",,NATIVE,10384,
S491250030,"ZA, Limpopo",,NATIVE,10384,
S503420060,"ZA, Limpopo",,NATIVE,10384,
S502410010,"ZA, Limpopo",,NATIVE,10384,
S503710170,"ZA, Limpopo",,NATIVE,10384,
S503530050,"ZA, Limpopo",,NATIVE,10384,
S503640080,"ZA, Limpopo",,NATIVE,10384,
S503580060,"ZA, Limpopo",,NATIVE,10384,
S503540020,"ZA, Limpopo",,NATIVE,10384,
S503640050,"ZA, Limpopo",,NATIVE,10384,
S505010010,"ZA, Limpopo",,NATIVE,10384,
S504010100,"ZA, Limpopo",,NATIVE,10384,
S505150010,"ZA, Limpopo",,NATIVE,10384,
S507250010,"ZA, Limpopo",,NATIVE,10384,
S505410030,"ZA, Limpopo",,NATIVE,10384,
S505500430,"ZA, Limpopo",,NATIVE,10384,
S505500590,"ZA, Limpopo",,NATIVE,10384,
S507685010,"ZA, Limpopo",,NATIVE,10384,
S505560010,"ZA, Limpopo",,NATIVE,10384,
S501010560,"ZA, Limpopo",,NATIVE,10384,
S500810140,"ZA, Limpopo",,NATIVE,10384,
S507010070,"ZA, Limpopo",,NATIVE,10384,
S507030010,"ZA, Limpopo",,NATIVE,10384,
S508500010,"ZA, Limpopo",,NATIVE,10384,
S507610040,"ZA, Limpopo",,NATIVE,10384,
S507060110,"ZA, Limpopo",,NATIVE,10384,
S507070050,"ZA, Limpopo",,NATIVE,10384,
S507180030,"ZA, Limpopo",,NATIVE,10384,
S507220360,"ZA, Limpopo",,NATIVE,10384,
S507160010,"ZA, Limpopo",,NATIVE,10384,
S507200010,"ZA, Limpopo",,NATIVE,10384,
S506080060,"ZA, Limpopo",,NATIVE,10384,
S506420160,"ZA, Limpopo",,NATIVE,10384,
S507240010,"ZA, Limpopo",,NATIVE,10384,
S506510010,"ZA, Limpopo",,NATIVE,10384,
S506085140,"ZA, Limpopo",,NATIVE,10384,
S507720050,"ZA, Limpopo",,NATIVE,10384,
S508660040,"ZA, Limpopo",,NATIVE,10384,
S506110045,"ZA, Limpopo",,NATIVE,10384,
S507310050,"ZA, Limpopo",,NATIVE,10384,
S507370240,"ZA, Limpopo",,NATIVE,10384,
S507370100,"ZA, Limpopo",,NATIVE,10384,
S507730020,"ZA, Limpopo",,NATIVE,10384,
S507410030,"ZA, Limpopo",,NATIVE,10384,
S507410130,"ZA, Limpopo",,NATIVE,10384,
S506120030,"ZA, Limpopo",,NATIVE,10384,
S506320020,"ZA, Limpopo",,NATIVE,10384,
S506620010,"ZA, Limpopo",,NATIVE,10384,
S507490010,"ZA, Limpopo",,NATIVE,10384,
S506085130,"ZA, Limpopo",,NATIVE,10384,
S506200500,"ZA, Limpopo",,NATIVE,10384,
S506200400,"ZA, Limpopo",,NATIVE,10384,
S506200710,"ZA, Limpopo",,NATIVE,10384,
S506200380,"ZA, Limpopo",,NATIVE,10384,
S507510080,"ZA, Limpopo",,NATIVE,10384,
S507520020,"ZA, Limpopo",,NATIVE,10384,
S507520010,"ZA, Limpopo",,NATIVE,10384,
S507550010,"ZA, Limpopo",,NATIVE,10384,
S510270100,"ZA, Limpopo",,NATIVE,10384,
S590020150,"ZA, Limpopo",,NATIVE,10384,
S590130030,"ZA, Limpopo",,NATIVE,10384,
S590020290,"ZA, Limpopo",,NATIVE,10384,
S590050020,"ZA, Limpopo",,NATIVE,10384,
S590050030,"ZA, Limpopo",,NATIVE,10384,
S580010010,"ZA, Limpopo",,NATIVE,10384,
S600780060,"ZA, Limpopo",,NATIVE,10384,
S600700010,"ZA, Limpopo",,NATIVE,10384,
S600730020,"ZA, Limpopo",,NATIVE,10384,
S600790060,"ZA, Limpopo",,NATIVE,10384,
S600790050,"ZA, Limpopo",,NATIVE,10384,
S600790010,"ZA, Limpopo",,NATIVE,10384,
S600410010,"ZA, Limpopo",,NATIVE,10384,
S600640210,"ZA, Limpopo",,NATIVE,10384,
S600030110,"ZA, Limpopo",,NATIVE,10384,
S605040040,"ZA, Limpopo",,NATIVE,10384,
S600230040,"ZA, Limpopo",,NATIVE,10384,
S600230030,"ZA, Limpopo",,NATIVE,10384,
S600290040,"ZA, Limpopo",,NATIVE,10384,
S600350040,"ZA, Limpopo",,NATIVE,10384,
S600290205,"ZA, Limpopo",,NATIVE,10384,
S600350220,"ZA, Limpopo",,NATIVE,10384,
S600300300,"ZA, Limpopo",,NATIVE,10384,
S600300780,"ZA, Limpopo",,NATIVE,10384,
S600301430,"ZA, Limpopo",,NATIVE,10384,
S600301130,"ZA, Limpopo",,NATIVE,10384,
S600301330,"ZA, Limpopo",,NATIVE,10384,
S600302160,"ZA, Limpopo",,NATIVE,10384,
S600301690,"ZA, Limpopo",,NATIVE,10384,
S600302080,"ZA, Limpopo",,NATIVE,10384,
S600301600,"ZA, Limpopo",,NATIVE,10384,
S600301740,"ZA, Limpopo",,NATIVE,10384,
S600360060,"ZA, Limpopo",,NATIVE,10384,
S601450120,"ZA, Limpopo",,NATIVE,10384,
S601460040,"ZA, Limpopo",,NATIVE,10384,
S601620160,"ZA, Limpopo",,NATIVE,10384,
S601620230,"ZA, Limpopo",,NATIVE,10384,
S601710020,"ZA, Limpopo",,NATIVE,10384,
S601920040,"ZA, Limpopo",,NATIVE,10384,
S601420110,"ZA, Limpopo",,NATIVE,10384,
S601720260,"ZA, Limpopo",,NATIVE,10384,
S601720300,"ZA, Limpopo",,NATIVE,10384,
S601720025,"ZA, Limpopo",,NATIVE,10384,
S601850040,"ZA, Limpopo",,NATIVE,10384,
S601962030,"ZA, Limpopo",,NATIVE,10384,
S601070400,"ZA, Limpopo",,NATIVE,10384,
S601070250,"ZA, Limpopo",,NATIVE,10384,
S601950100,"ZA, Limpopo",,NATIVE,10384,
S601966030,"ZA, Limpopo",,NATIVE,10384,
S601240020,"ZA, Limpopo",,NATIVE,10384,
S601050040,"ZA, Limpopo",,NATIVE,10384,
S601410030,"ZA, Limpopo",,NATIVE,10384,
S606160020,"ZA, Limpopo",,NATIVE,10384,
S610551060,"ZA, Limpopo",,NATIVE,10384,
S610550830,"ZA, Limpopo",,NATIVE,10384,
S610650100,"ZA, Limpopo",,NATIVE,872,
S610650070,"ZA, Limpopo",,NATIVE,10384,
S610650300,"ZA, Limpopo",,NATIVE,654,
S610650280,"ZA, Limpopo",,NATIVE,872,
S610510010,"ZA, Limpopo",,NATIVE,872,
S610770110,"ZA, Limpopo",,NATIVE,872,
S610650160,"ZA, Limpopo",,NATIVE,872,
S610551760,"ZA, Limpopo",,NATIVE,872,
S610551250,"ZA, Limpopo",,NATIVE,872,
S610550730,"ZA, Limpopo",,NATIVE,872,
S610550940,"ZA, Limpopo",,NATIVE,872,
S610551200,"ZA, Limpopo",,NATIVE,872,
S610550350,"ZA, Limpopo",,NATIVE,872,
S610551630,"ZA, Limpopo",,NATIVE,872,
S610551450,"ZA, Limpopo",,NATIVE,872,
S610551350,"ZA, Limpopo",,NATIVE,872,
S610550570,"ZA, Limpopo",,NATIVE,872,
S610550470,"ZA, Limpopo",,NATIVE,872,
S610551900,"ZA, Limpopo",,NATIVE,872,
S610551580,"ZA, Limpopo",,NATIVE,872,
S610550970,"ZA, Limpopo",,NATIVE,872,
p610551122,"ZA, Limpopo",,NATIVE,872,
S610550440,"ZA, Limpopo",,NATIVE,872,
S610551860,"ZA, Limpopo",,NATIVE,872,
S610551420,"ZA, Limpopo",,NATIVE,872,
S190010020,"ZA, Mpumalanga",,NATIVE,227,
S115010010,"ZA, Mpumalanga",,NATIVE,3183,
S115010020,"ZA, Mpumalanga",,NATIVE,3183,
S115010130,"ZA, Mpumalanga",,NATIVE,3183,
S302080380,"ZA, Mpumalanga",,NATIVE,190,
S206020010,"ZA, Mpumalanga",,NATIVE,190,
S185010120,"ZA, Mpumalanga",,NATIVE,2056,
S316510030,"ZA, Mpumalanga",,NATIVE,190,
S420020010,"ZA, Mpumalanga",,NATIVE,2716,
S310010010,"ZA, Mpumalanga",,NATIVE,190,
S300510030,"ZA, Mpumalanga",,NATIVE,190,
S300510040,"ZA, Mpumalanga",,NATIVE,190,
S300510080,"ZA, Mpumalanga",,NATIVE,190,
S300510130,"ZA, Mpumalanga",,NATIVE,190,
S300510150,"ZA, Mpumalanga",,NATIVE,190,
S363030030,"ZA, Mpumalanga",,NATIVE,190,
S507030010,"ZA, Mpumalanga",,NATIVE,3280,
S110020050,"ZA, Mpumalanga",,NATIVE,1813,
S494250010,"ZA, Mpumalanga",,NATIVE,2772,
S195010120,"ZA, Mpumalanga",,NATIVE,190,
S304030040,"ZA, Mpumalanga",,NATIVE,190,
S185230030,"ZA, Mpumalanga",,NATIVE,2056,
S304030110,"ZA, Mpumalanga",,NATIVE,190,
S295510130,"ZA, Mpumalanga",,NATIVE,190,
S185240040,"ZA, Mpumalanga",,NATIVE,72,
S235040160,"ZA, Mpumalanga",,NATIVE,232,
S362030280,"ZA, Mpumalanga",,NATIVE,121,
S362030410,"ZA, Mpumalanga",,NATIVE,121,
S494345030,"ZA, Mpumalanga",,NATIVE,2773,
S275010040,"ZA, Mpumalanga",,NATIVE,190,
S275010060,"ZA, Mpumalanga",,NATIVE,227,
S245110130,"ZA, Mpumalanga",,NATIVE,190,
S491120090,"ZA, Mpumalanga",,NATIVE,1589,
S302020010,"ZA, Mpumalanga",,NATIVE,190,
S363120010,"ZA, Mpumalanga",,NATIVE,227,
S302260260,"ZA, Mpumalanga",,NATIVE,190,
S302020240,"ZA, Mpumalanga",,NATIVE,190,
S180010020,"ZA, Mpumalanga",,NATIVE,190,
S507040010,"ZA, Mpumalanga",,NATIVE,2460,
S185260130,"ZA, Mpumalanga",,NATIVE,227,
S185260150,"ZA, Mpumalanga",,NATIVE,242,
S185260440,"ZA, Mpumalanga",,NATIVE,2056,
S130110300,"ZA, Mpumalanga",,NATIVE,72,
S130110370,"ZA, Mpumalanga",,NATIVE,72,
S130110420,"ZA, Mpumalanga",,NATIVE,72,
S130110430,"ZA, Mpumalanga",,NATIVE,72,
S130110600,"ZA, Mpumalanga",,NATIVE,72,
S130110620,"ZA, Mpumalanga",,NATIVE,1813,
S460220050,"ZA, Mpumalanga",,NATIVE,553,
S421020140,"ZA, Mpumalanga",,NATIVE,552,
S361100030,"ZA, Mpumalanga",,NATIVE,72,
S420210070,"ZA, Mpumalanga",,NATIVE,2716,
S280021110,"ZA, Mpumalanga",,NATIVE,190,
S493030150,"ZA, Mpumalanga",,NATIVE,3364,
S185510010,"ZA, Mpumalanga",,NATIVE,72,
S185510030,"ZA, Mpumalanga",,NATIVE,72,
S168040010,"ZA, Mpumalanga",,NATIVE,248,
S316760020,"ZA, Mpumalanga",,NATIVE,2598,
S295240370,"ZA, Mpumalanga",,NATIVE,366,
S185040020,"ZA, Mpumalanga",,NATIVE,2056,
S185040060,"ZA, Mpumalanga",,NATIVE,72,
S363720005,"ZA, Mpumalanga",,NATIVE,190,
S363600070,"ZA, Mpumalanga",,NATIVE,190,
S363600220,"ZA, Mpumalanga",,NATIVE,190,
S363670160,"ZA, Mpumalanga",,NATIVE,234,
S302080050,"ZA, Mpumalanga",,NATIVE,190,
S302070020,"ZA, Mpumalanga",,NATIVE,234,
S302070050,"ZA, Mpumalanga",,NATIVE,190,
S302080200,"ZA, Mpumalanga",,NATIVE,2743,
S170540010,"ZA, Mpumalanga",,NATIVE,190,
S302080120,"ZA, Mpumalanga",,NATIVE,190,
S302080160,"ZA, Mpumalanga",,NATIVE,190,
S302080360,"ZA, Mpumalanga",,NATIVE,190,
S302080680,"ZA, Mpumalanga",,NATIVE,190,
S302080940,"ZA, Mpumalanga",,NATIVE,190,
S302081370,"ZA, Mpumalanga",,NATIVE,190,
S302081390,"ZA, Mpumalanga",,NATIVE,190,
S502050030,"ZA, Mpumalanga",,NATIVE,2649,
S460120060,"ZA, Mpumalanga",,NATIVE,1787,
S460120080,"ZA, Mpumalanga",,NATIVE,1787,
S115160120,"ZA, Mpumalanga",,NATIVE,4412,
S115160130,"ZA, Mpumalanga",,NATIVE,4412,
S115150110,"ZA, Mpumalanga",,NATIVE,4412,
S115150160,"ZA, Mpumalanga",,NATIVE,190,
S115160240,"ZA, Mpumalanga",,NATIVE,190,
S185290010,"ZA, Mpumalanga",,NATIVE,72,
S185290020,"ZA, Mpumalanga",,NATIVE,72,
S185290030,"ZA, Mpumalanga",,NATIVE,2056,
S173030460,"ZA, Mpumalanga",,NATIVE,190,
S170560010,"ZA, Mpumalanga",,NATIVE,190,
S493050270,"ZA, Mpumalanga",,NATIVE,2781,
S494640010,"ZA, Mpumalanga",,NATIVE,2772,
S330020050,"ZA, Mpumalanga",,NATIVE,190,
S330040010,"ZA, Mpumalanga",,NATIVE,190,
S495785010,"ZA, Mpumalanga",,NATIVE,2773,
S494740055,"ZA, Mpumalanga",,NATIVE,2773,
S185570010,"ZA, Mpumalanga",,NATIVE,2056,
S360980080,"ZA, Mpumalanga",,NATIVE,236,
S258600120,"ZA, Mpumalanga",,NATIVE,190,
S363310010,"ZA, Mpumalanga",,NATIVE,190,
S363510010,"ZA, Mpumalanga",,NATIVE,190,
S363305020,"ZA, Mpumalanga",,NATIVE,235,
S363260270,"ZA, Mpumalanga",,NATIVE,190,
S363530110,"ZA, Mpumalanga",,NATIVE,190,
S363660170,"ZA, Mpumalanga",,NATIVE,190,
S363140150,"ZA, Mpumalanga",,NATIVE,190,
S110030190,"ZA, Mpumalanga",,NATIVE,408,
S110030330,"ZA, Mpumalanga",,NATIVE,138,
S360580050,"ZA, Mpumalanga",,NATIVE,190,
S496075040,"ZA, Mpumalanga",,NATIVE,2772,
S305730010,"ZA, Mpumalanga",,NATIVE,190,
S494940090,"ZA, Mpumalanga",,NATIVE,2773,
S300660160,"ZA, Mpumalanga",,NATIVE,190,
S185410030,"ZA, Mpumalanga",,NATIVE,2056,
S420330150,"ZA, Mpumalanga",,NATIVE,3440,
S421050020,"ZA, Mpumalanga",,NATIVE,3868,
S302081080,"ZA, Mpumalanga",,NATIVE,190,
S495030090,"ZA, Mpumalanga",,NATIVE,2772,
S300550045,"ZA, Mpumalanga",,NATIVE,190,
S300550060,"ZA, Mpumalanga",,NATIVE,190,
S300550080,"ZA, Mpumalanga",,NATIVE,411,
S300550100,"ZA, Mpumalanga",,NATIVE,190,
S300550160,"ZA, Mpumalanga",,NATIVE,190,
S170630010,"ZA, Mpumalanga",,NATIVE,234,
S495090005,"ZA, Mpumalanga",,NATIVE,2775,
S304120020,"ZA, Mpumalanga",,NATIVE,190,
S495150130,"ZA, Mpumalanga",,NATIVE,2773,
S235120260,"ZA, Mpumalanga",,NATIVE,190,
S200080010,"ZA, Mpumalanga",,NATIVE,190,
S222120140,"ZA, Mpumalanga",,NATIVE,6968,
S295520010,"ZA, Mpumalanga",,NATIVE,190,
S185590010,"ZA, Mpumalanga",,NATIVE,2056,
S160120030,"ZA, Mpumalanga",,NATIVE,190,
S255250010,"ZA, Mpumalanga",,NATIVE,190,
S270640010,"ZA, Mpumalanga",,NATIVE,190,
S168190010,"ZA, Mpumalanga",,NATIVE,190,
S491490020,"ZA, Mpumalanga",,NATIVE,1794,
S420580030,"ZA, Mpumalanga",,NATIVE,417,
S306470010,"ZA, Mpumalanga",,NATIVE,2745,
S305740030,"ZA, Mpumalanga",,NATIVE,190,
S305740040,"ZA, Mpumalanga",,NATIVE,2418,
S305740050,"ZA, Mpumalanga",,NATIVE,190,
S370220030,"ZA, Mpumalanga",,NATIVE,7197,
S495430020,"ZA, Mpumalanga",,NATIVE,2773,
S272025020,"ZA, Mpumalanga",,NATIVE,227,
S120020010,"ZA, Mpumalanga",,NATIVE,190,
S120015010,"ZA, Mpumalanga",,NATIVE,190,
S120015040,"ZA, Mpumalanga",,NATIVE,190,
S120010110,"ZA, Mpumalanga",,NATIVE,190,
S230250010,"ZA, Mpumalanga",,NATIVE,190,
S420875040,"ZA, Mpumalanga",,NATIVE,2716,
S306520010,"ZA, Mpumalanga",,NATIVE,190,
S306540010,"ZA, Mpumalanga",,NATIVE,190,
S305030190,"ZA, Mpumalanga",,NATIVE,190,
S295340010,"ZA, Mpumalanga",,NATIVE,190,
S658075010,"ZA, Mpumalanga",,NATIVE,537,
S306540020,"ZA, Mpumalanga",,NATIVE,190,
S493210040,"ZA, Mpumalanga",,NATIVE,2782,
S185610030,"ZA, Mpumalanga",,NATIVE,72,
S507410130,"ZA, Mpumalanga",,NATIVE,3516,
S185950210,"ZA, Mpumalanga",,NATIVE,2056,
S185950320,"ZA, Mpumalanga",,NATIVE,72,
S155040200,"ZA, Mpumalanga",,NATIVE,190,
S235180010,"ZA, Mpumalanga",,NATIVE,190,
