taxonID,area,gazetteer,status,referenceID,remarks
S725860120,"CD, Katanga",,NATIVE,1003,
S651585010,"CD, Katanga",,NATIVE,1816,
S742540990,"CD, Katanga",,NATIVE,594,
S650020070,"CD, Katanga",,NATIVE,1020,
S650560100,"CD, Katanga",,NATIVE,1001,
S650560230,"CD, Katanga",,NATIVE,1012,
S650560660,"CD, Katanga",,NATIVE,1001,
S651380010,"CD, Katanga",,NATIVE,1012,
S651720010,"CD, Katanga",,NATIVE,1001,
S655010130,"CD, Katanga",,NATIVE,1022,
S651185020,"CD, Katanga",,NATIVE,1022,
S651420020,"CD, Katanga",,NATIVE,1086,
S652160210,"CD, Katanga",,NATIVE,1023,
S640140250,"CD, Katanga",,NATIVE,1024,
S650570020,"CD, Katanga",,NATIVE,1001,
S651330010,"CD, Katanga",,NATIVE,1001,
S652070020,"CD, Katanga",,NATIVE,1001,
S652195020,"CD, Katanga",,NATIVE,1001,
S650510030,"CD, Katanga",,NATIVE,1001,
S650590010,"CD, Katanga",,NATIVE,1028,
S651740020,"CD, Katanga",,NATIVE,1030,
S640130020,"CD, Katanga",,NATIVE,1032,
S655010105,"CD, Katanga",,NATIVE,1032,
S905230220,"CD, Katanga",,NATIVE,769,
S905020130,"CD, Katanga",,NATIVE,769,
S905020060,"CD, Katanga",,NATIVE,769,
S905020150,"CD, Katanga",,NATIVE,1052,
S905360020,"CD, Katanga",,NATIVE,2146,
S905170010,"CD, Katanga",,NATIVE,4624,
S905540020,"CD, Katanga",,NATIVE,1048,
S905250010,"CD, Katanga",,NATIVE,769,
S905320040,"CD, Katanga",,NATIVE,832,
S905540060,"CD, Katanga",,NATIVE,1999,
S905320060,"CD, Katanga",,NATIVE,769,
S611110480,"CD, Katanga",,NATIVE,1205,
S601641240,"CD, Katanga",,NATIVE,3503,
S445025100,"CD, Katanga",,NATIVE,769,
S571800120,"CD, Katanga",,NATIVE,1254,
S571780390,"CD, Katanga",,NATIVE,1255,
S571800090,"CD, Katanga",,NATIVE,1256,
S507720050,"CD, Katanga",,NATIVE,2939,
S507720030,"CD, Katanga",,NATIVE,1519,
S316080010,"CD, Katanga",,NATIVE,252,
S316150010,"CD, Katanga",,NATIVE,252,
S363580110,"CD, Katanga",,NATIVE,7,
S742010330,"CD, Katanga",,NATIVE,769,
S742590010,"CD, Katanga",,NATIVE,769,
S610551470,"CD, Katanga",,NATIVE,769,
S658035130,"CD, Katanga",,NATIVE,1597,
S658035100,"CD, Katanga",,NATIVE,1597,
S905230180,"CD, Katanga",,NATIVE,769,
S560300080,"CD, Katanga",,NATIVE,935,
S560320210,"CD, Katanga",,NATIVE,1742,
p560280042,"CD, Katanga",,NATIVE,3694,
S420040020,"CD, Katanga",,NATIVE,1762,
p750740089,"CD, Katanga",,NATIVE,769,
S530110020,"CD, Katanga",,NATIVE,769,
S713210020,"CD, Katanga",,NATIVE,769,
S500510310,"CD, Katanga",,NATIVE,88,
S904535060,"CD, Katanga",,NATIVE,1685,
S800810090,"CD, Katanga",,NATIVE,769,
S720010040,"CD, Katanga",,NATIVE,1685,
S760680090,"CD, Katanga",,NATIVE,769,
S941760050,"CD, Katanga",,NATIVE,1685,
S770230010,"CD, Katanga",,NATIVE,769,
S571630080,"CD, Katanga",,NATIVE,769,
S110030040,"CD, Katanga",,NATIVE,1902,
S110040170,"CD, Katanga",,NATIVE,1902,
S735050040,"CD, Katanga",,NATIVE,1915,
p735050732,"CD, Katanga",,NATIVE,1915,
S735050730,"CD, Katanga",,NATIVE,1915,
S714480060,"CD, Katanga",,NATIVE,769,
S390470130,"CD, Katanga",,NATIVE,769,
S295080050,"CD, Katanga",,NATIVE,230,
S560560030,"CD, Katanga",,NATIVE,935,
S560493010,"CD, Katanga",,NATIVE,935,
S560340040,"CD, Katanga",,NATIVE,2015,
S560390070,"CD, Katanga",,NATIVE,3694,
S560290030,"CD, Katanga",,NATIVE,935,
S560210030,"CD, Katanga",,NATIVE,1742,
S560280470,"CD, Katanga",,NATIVE,2009,
S560281400,"CD, Katanga",,NATIVE,1742,
S560240050,"CD, Katanga",,NATIVE,935,
S801210120,"CD, Katanga",,NATIVE,2189,
S956030060,"CD, Katanga",,NATIVE,2250,
S956030070,"CD, Katanga",,NATIVE,2356,
S901210780,"CD, Katanga",,NATIVE,2283,
S901210840,"CD, Katanga",,NATIVE,2283,
S901250820,"CD, Katanga",,NATIVE,2283,
S901250290,"CD, Katanga",,NATIVE,2283,
p901280071,"CD, Katanga",,NATIVE,2283,
S494960100,"CD, Katanga",,NATIVE,232,
S315110270,"CD, Katanga",,NATIVE,252,
S315110520,"CD, Katanga",,NATIVE,252,
S939600160,"CD, Katanga",,NATIVE,1407,
S316100390,"CD, Katanga",,NATIVE,252,
S316410010,"CD, Katanga",,NATIVE,252,
S901210680,"CD, Katanga",,NATIVE,802,
S316240040,"CD, Katanga",,NATIVE,262,
S613120140,"CD, Katanga",,NATIVE,769,
S614670010,"CD, Katanga",,NATIVE,487,
p614670011,"CD, Katanga",,NATIVE,487,
S316550040,"CD, Katanga",,NATIVE,252,
S316550240,"CD, Katanga",,NATIVE,252,
S316530010,"CD, Katanga",,NATIVE,252,
S310010190,"CD, Katanga",,NATIVE,7,
p940930142,"CD, Katanga",,NATIVE,338,
S940930010,"CD, Katanga",,NATIVE,338,
S560490110,"CD, Katanga",,NATIVE,2001,
S740890210,"CD, Katanga",,NATIVE,345,
S174120015,"CD, Katanga",,NATIVE,2695,
S173030050,"CD, Katanga",,NATIVE,2695,
S168070010,"CD, Katanga",,NATIVE,2695,
S173020020,"CD, Katanga",,NATIVE,2695,
S170580010,"CD, Katanga",,NATIVE,2695,
S168250010,"CD, Katanga",,NATIVE,2695,
S173030560,"CD, Katanga",,NATIVE,2695,
S168030010,"CD, Katanga",,NATIVE,2695,
S230030010,"CD, Katanga",,NATIVE,2709,
S160620020,"CD, Katanga",,NATIVE,2189,
S450200010,"CD, Katanga",,NATIVE,2189,
S710210300,"CD, Katanga",,NATIVE,2711,
S600300450,"CD, Katanga",,NATIVE,1516,
p614670014,"CD, Katanga",,NATIVE,743,
S614950020,"CD, Katanga",,NATIVE,743,
S904535010,"CD, Katanga",,NATIVE,2147,
S710210950,"CD, Katanga",,NATIVE,2711,
S710211200,"CD, Katanga",,NATIVE,2711,
S715110140,"CD, Katanga",,NATIVE,4997,
S742010328,"CD, Katanga",,NATIVE,4997,
S851080010,"CD, Katanga",,NATIVE,1816,
S904010180,"CD, Katanga",,NATIVE,1816,
S710212370,"CD, Katanga",,NATIVE,2711,
S715110280,"CD, Katanga",,NATIVE,2711,
S900160265,"CD, Katanga",,NATIVE,1816,
S701521540,"CD, Katanga",,NATIVE,2711,
S742530020,"CD, Katanga",,NATIVE,3319,
S714430060,"CD, Katanga",,NATIVE,589,
S710213320,"CD, Katanga",,NATIVE,2711,
S901010140,"CD, Katanga",,NATIVE,769,
S901010040,"CD, Katanga",,NATIVE,1409,
S901094080,"CD, Katanga",,NATIVE,769,
S901030320,"CD, Katanga",,NATIVE,769,
S715110440,"CD, Katanga",,NATIVE,2711,
S280020210,"CD, Katanga",,NATIVE,2811,
S280020560,"CD, Katanga",,NATIVE,2811,
S280021260,"CD, Katanga",,NATIVE,2811,
S280020420,"CD, Katanga",,NATIVE,2811,
S280020780,"CD, Katanga",,NATIVE,2811,
S280021520,"CD, Katanga",,NATIVE,2811,
S280021540,"CD, Katanga",,NATIVE,2811,
S500690010,"CD, Katanga",,NATIVE,2829,
S501130030,"CD, Katanga",,NATIVE,2830,
S500930010,"CD, Katanga",,NATIVE,2836,
S500980090,"CD, Katanga",,NATIVE,2837,
S900010040,"CD, Katanga",,NATIVE,2131,
S560505020,"CD, Katanga",,NATIVE,6923,
S500980150,"CD, Katanga",,NATIVE,2837,
S841040040,"CD, Katanga",,NATIVE,769,
S803040230,"CD, Katanga",,NATIVE,769,
S804050490,"CD, Katanga",,NATIVE,769,
S804050230,"CD, Katanga",,NATIVE,769,
S820730070,"CD, Katanga",,NATIVE,769,
S802740050,"CD, Katanga",,NATIVE,769,
S500980270,"CD, Katanga",,NATIVE,2837,
S501630010,"CD, Katanga",,NATIVE,2829,
S500690220,"CD, Katanga",,NATIVE,2829,
S500690240,"CD, Katanga",,NATIVE,2829,
S906360200,"CD, Katanga",,NATIVE,2968,
S906360400,"CD, Katanga",,NATIVE,2968,
S906290080,"CD, Katanga",,NATIVE,769,
S906360410,"CD, Katanga",,NATIVE,1562,
S385055030,"CD, Katanga",,NATIVE,2978,
S521340530,"CD, Katanga",,NATIVE,2997,
S730150030,"CD, Katanga",,NATIVE,1003,
S205010010,"CD, Katanga",,NATIVE,243,
S501550020,"CD, Katanga",,NATIVE,769,
S316100350,"CD, Katanga",,NATIVE,3147,
S316100360,"CD, Katanga",,NATIVE,3147,
S316130200,"CD, Katanga",,NATIVE,252,
S316010010,"CD, Katanga",,NATIVE,252,
S316410018,"CD, Katanga",,NATIVE,3147,
S316220120,"CD, Katanga",,NATIVE,3147,
S316430005,"CD, Katanga",,NATIVE,3147,
S316550220,"CD, Katanga",,NATIVE,3147,
S316240005,"CD, Katanga",,NATIVE,3147,
S316550300,"CD, Katanga",,NATIVE,3147,
S315110700,"CD, Katanga",,NATIVE,252,
S316220050,"CD, Katanga",,NATIVE,252,
S714240100,"CD, Katanga",,NATIVE,1582,
S190240030,"CD, Katanga",,NATIVE,7,
S971680010,"CD, Katanga",,NATIVE,3752,
S130110340,"CD, Katanga",,NATIVE,88,
S376040110,"CD, Katanga",,NATIVE,769,
S376170030,"CD, Katanga",,NATIVE,3378,
S560310050,"CD, Katanga",,NATIVE,769,
S560310120,"CD, Katanga",,NATIVE,935,
S361030090,"CD, Katanga",,NATIVE,230,
S173060530,"CD, Katanga",,NATIVE,79,
S741010080,"CD, Katanga",,NATIVE,2919,
S741010240,"CD, Katanga",,NATIVE,2919,
S741010360,"CD, Katanga",,NATIVE,2919,
p741010363,"CD, Katanga",,NATIVE,2919,
S651635030,"CD, Katanga",,NATIVE,6110,
S450190010,"CD, Katanga",,NATIVE,2189,
S420150040,"CD, Katanga",,NATIVE,2716,
S420010010,"CD, Katanga",,NATIVE,769,
S420700020,"CD, Katanga",,NATIVE,2716,
S742010670,"CD, Katanga",,NATIVE,815,
S612560020,"CD, Katanga",,NATIVE,825,
S742420020,"CD, Katanga",,NATIVE,594,
S611110370,"CD, Katanga",,NATIVE,1205,
S600300380,"CD, Katanga",,NATIVE,3503,
S600302180,"CD, Katanga",,NATIVE,493,
S651970090,"CD, Katanga",,NATIVE,1001,
S655010235,"CD, Katanga",,NATIVE,,
S609320020,"CD, Katanga",,NATIVE,691,
S650020010,"CD, Katanga",,NATIVE,,
S655080010,"CD, Katanga",,NATIVE,,
S650020020,"CD, Katanga",,NATIVE,,
S651245060,"CD, Katanga",,NATIVE,,
S611110340,"CD, Katanga",,NATIVE,1205,
p611110491,"CD, Katanga",,NATIVE,1205,
S611110490,"CD, Katanga",,NATIVE,1205,
S611310010,"CD, Katanga",,NATIVE,693,
S943740030,"CD, Katanga",,NATIVE,693,
S652020030,"CD, Katanga",,NATIVE,1001,
S602902010,"CD, Katanga",,NATIVE,726,
S602290010,"CD, Katanga",,NATIVE,726,
S602780030,"CD, Katanga",,NATIVE,726,
S602370950,"CD, Katanga",,NATIVE,726,
S602370840,"CD, Katanga",,NATIVE,726,
S602370700,"CD, Katanga",,NATIVE,726,
S602370600,"CD, Katanga",,NATIVE,726,
S602370550,"CD, Katanga",,NATIVE,726,
S602370540,"CD, Katanga",,NATIVE,726,
S602270040,"CD, Katanga",,NATIVE,726,
S602360060,"CD, Katanga",,NATIVE,726,
S602360110,"CD, Katanga",,NATIVE,726,
p602360111,"CD, Katanga",,NATIVE,726,
S602360140,"CD, Katanga",,NATIVE,726,
S602914020,"CD, Katanga",,NATIVE,726,
S602965070,"CD, Katanga",,NATIVE,726,
S714710010,"CD, Katanga",,NATIVE,4649,
S715110540,"CD, Katanga",,NATIVE,,
S905230460,"CD, Katanga",,NATIVE,769,
S742630070,"CD, Katanga",,NATIVE,594,
S742630060,"CD, Katanga",,NATIVE,769,
S742145010,"CD, Katanga",,NATIVE,594,
S780610050,"CD, Katanga",,NATIVE,2645,
S900160010,"CD, Katanga",,NATIVE,4998,
S721445010,"CD, Katanga",,NATIVE,2645,
S750270010,"CD, Katanga",,NATIVE,2186,
S750730230,"CD, Katanga",,NATIVE,682,
S742450060,"CD, Katanga",,NATIVE,682,
S714610030,"CD, Katanga",,NATIVE,682,
S530020020,"CD, Katanga",,NATIVE,682,
S850042390,"CD, Katanga",,NATIVE,3541,
S742600080,"CD, Katanga",,NATIVE,594,
S316160030,"CD, Katanga",,NATIVE,252,
S780730320,"CD, Katanga",,NATIVE,3624,
S280021330,"CD, Katanga",,NATIVE,3633,
S741990010,"CD, Katanga",,NATIVE,769,
S742010710,"CD, Katanga",,NATIVE,769,
S742540350,"CD, Katanga",,NATIVE,769,
S742710080,"CD, Katanga",,NATIVE,769,
S742710040,"CD, Katanga",,NATIVE,769,
S750042020,"CD, Katanga",,NATIVE,769,
S750740080,"CD, Katanga",,NATIVE,769,
S905230020,"CD, Katanga",,NATIVE,769,
S905360060,"CD, Katanga",,NATIVE,769,
S905200010,"CD, Katanga",,NATIVE,769,
S955350020,"CD, Katanga",,NATIVE,769,
S904400030,"CD, Katanga",,NATIVE,769,
S901210650,"CD, Katanga",,NATIVE,769,
S901110020,"CD, Katanga",,NATIVE,769,
S800810050,"CD, Katanga",,NATIVE,769,
S800810110,"CD, Katanga",,NATIVE,769,
S820150030,"CD, Katanga",,NATIVE,769,
S801030030,"CD, Katanga",,NATIVE,769,
S804010480,"CD, Katanga",,NATIVE,769,
S804050540,"CD, Katanga",,NATIVE,417,
S802790030,"CD, Katanga",,NATIVE,1411,
S802740040,"CD, Katanga",,NATIVE,769,
S900130020,"CD, Katanga",,NATIVE,769,
S770540050,"CD, Katanga",,NATIVE,769,
S720010150,"CD, Katanga",,NATIVE,769,
S800640040,"CD, Katanga",,NATIVE,769,
S800320035,"CD, Katanga",,NATIVE,769,
S761130060,"CD, Katanga",,NATIVE,769,
S761460030,"CD, Katanga",,NATIVE,769,
S781540010,"CD, Katanga",,NATIVE,769,
S760490080,"CD, Katanga",,NATIVE,769,
S760490010,"CD, Katanga",,NATIVE,769,
S700490010,"CD, Katanga",,NATIVE,769,
S470010110,"CD, Katanga",,NATIVE,769,
S715030020,"CD, Katanga",,NATIVE,769,
S714270010,"CD, Katanga",,NATIVE,769,
S713200020,"CD, Katanga",,NATIVE,769,
S714820120,"CD, Katanga",,NATIVE,769,
S714430030,"CD, Katanga",,NATIVE,769,
S613120070,"CD, Katanga",,NATIVE,769,
S614550110,"CD, Katanga",,NATIVE,769,
S725783090,"CD, Katanga",,NATIVE,769,
S570010020,"CD, Katanga",,NATIVE,769,
S570180100,"CD, Katanga",,NATIVE,769,
S530010030,"CD, Katanga",,NATIVE,769,
S530570180,"CD, Katanga",,NATIVE,769,
S530570240,"CD, Katanga",,NATIVE,769,
S610550970,"CD, Katanga",,NATIVE,769,
S610551650,"CD, Katanga",,NATIVE,769,
S610550250,"CD, Katanga",,NATIVE,769,
S610551040,"CD, Katanga",,NATIVE,769,
S614310010,"CD, Katanga",,NATIVE,769,
S611110010,"CD, Katanga",,NATIVE,769,
S610080020,"CD, Katanga",,NATIVE,769,
S615320150,"CD, Katanga",,NATIVE,769,
S613090050,"CD, Katanga",,NATIVE,769,
S613120090,"CD, Katanga",,NATIVE,769,
S600210020,"CD, Katanga",,NATIVE,769,
S605040040,"CD, Katanga",,NATIVE,769,
S614950010,"CD, Katanga",,NATIVE,769,
S600780060,"CD, Katanga",,NATIVE,769,
S560390190,"CD, Katanga",,NATIVE,769,
S560290120,"CD, Katanga",,NATIVE,769,
S560550040,"CD, Katanga",,NATIVE,769,
S540210030,"CD, Katanga",,NATIVE,769,
S590110030,"CD, Katanga",,NATIVE,769,
S420895020,"CD, Katanga",,NATIVE,769,
S420470020,"CD, Katanga",,NATIVE,769,
S440040300,"CD, Katanga",,NATIVE,769,
S445025230,"CD, Katanga",,NATIVE,769,
S445030020,"CD, Katanga",,NATIVE,769,
S500530080,"CD, Katanga",,NATIVE,79,
S500510230,"CD, Katanga",,NATIVE,769,
S500510280,"CD, Katanga",,NATIVE,769,
S495070005,"CD, Katanga",,NATIVE,769,
S491120250,"CD, Katanga",,NATIVE,769,
S507550010,"CD, Katanga",,NATIVE,769,
S506620010,"CD, Katanga",,NATIVE,769,
S507180030,"CD, Katanga",,NATIVE,769,
S508660020,"CD, Katanga",,NATIVE,769,
S505080020,"CD, Katanga",,NATIVE,769,
S505600010,"CD, Katanga",,NATIVE,769,
S502080025,"CD, Katanga",,NATIVE,769,
S507220080,"CD, Katanga",,NATIVE,769,
S420870050,"CD, Katanga",,NATIVE,3683,
p420200031,"CD, Katanga",,NATIVE,3684,
S560250050,"CD, Katanga",,NATIVE,935,
p560281574,"CD, Katanga",,NATIVE,3693,
S611110250,"CD, Katanga",,NATIVE,684,
S560090050,"CD, Katanga",,NATIVE,2015,
S560280040,"CD, Katanga",,NATIVE,3694,
S840120010,"CD, Katanga",,NATIVE,3733,
S943640180,"CD, Katanga",,NATIVE,3735,
S955135020,"CD, Katanga",,NATIVE,3742,
S712540180,"CD, Katanga",,NATIVE,201,
S956030150,"CD, Katanga",,NATIVE,2339,
S956030080,"CD, Katanga",,NATIVE,2339,
S956030180,"CD, Katanga",,NATIVE,2347,
S955145110,"CD, Katanga",,NATIVE,2341,
S761460040,"CD, Katanga",,NATIVE,3741,
S943870010,"CD, Katanga",,NATIVE,3742,
S955380210,"CD, Katanga",,NATIVE,3742,
S955350240,"CD, Katanga",,NATIVE,3742,
S955370030,"CD, Katanga",,NATIVE,3742,
S955135410,"CD, Katanga",,NATIVE,3743,
S713090120,"CD, Katanga",,NATIVE,950,
S713090190,"CD, Katanga",,NATIVE,2202,
S713090260,"CD, Katanga",,NATIVE,950,
S956000010,"CD, Katanga",,NATIVE,2349,
S956320170,"CD, Katanga",,NATIVE,2351,
S804110030,"CD, Katanga",,NATIVE,2347,
S902030010,"CD, Katanga",,NATIVE,2250,
p901092234,"CD, Katanga",,NATIVE,2250,
S900760010,"CD, Katanga",,NATIVE,2250,
S851340080,"CD, Katanga",,NATIVE,2250,
S780520790,"CD, Katanga",,NATIVE,2331,
S800310050,"CD, Katanga",,NATIVE,1308,
S800310020,"CD, Katanga",,NATIVE,1308,
S943780110,"CD, Katanga",,NATIVE,2353,
S804010550,"CD, Katanga",,NATIVE,2347,
S956000020,"CD, Katanga",,NATIVE,2355,
S953010210,"CD, Katanga",,NATIVE,2355,
S953010520,"CD, Katanga",,NATIVE,2355,
S953010450,"CD, Katanga",,NATIVE,2355,
S953010150,"CD, Katanga",,NATIVE,2355,
S953010400,"CD, Katanga",,NATIVE,2355,
S953010313,"CD, Katanga",,NATIVE,2355,
S953010620,"CD, Katanga",,NATIVE,2355,
S955350870,"CD, Katanga",,NATIVE,3750,
S804010120,"CD, Katanga",,NATIVE,2347,
S804010785,"CD, Katanga",,NATIVE,2347,
S804050570,"CD, Katanga",,NATIVE,2347,
S804050090,"CD, Katanga",,NATIVE,2347,
S804050160,"CD, Katanga",,NATIVE,2347,
S803040250,"CD, Katanga",,NATIVE,2347,
S803040420,"CD, Katanga",,NATIVE,2347,
S804030040,"CD, Katanga",,NATIVE,2347,
S803070010,"CD, Katanga",,NATIVE,2347,
S803070060,"CD, Katanga",,NATIVE,2347,
S803070070,"CD, Katanga",,NATIVE,2347,
S803110090,"CD, Katanga",,NATIVE,2347,
S910270050,"CD, Katanga",,NATIVE,3752,
S953170310,"CD, Katanga",,NATIVE,3752,
S953170170,"CD, Katanga",,NATIVE,3752,
S953341290,"CD, Katanga",,NATIVE,3752,
S953340880,"CD, Katanga",,NATIVE,3752,
S953341220,"CD, Katanga",,NATIVE,3752,
S953341010,"CD, Katanga",,NATIVE,3752,
S953340930,"CD, Katanga",,NATIVE,3752,
S953340190,"CD, Katanga",,NATIVE,3752,
S953340310,"CD, Katanga",,NATIVE,3752,
S953240300,"CD, Katanga",,NATIVE,3752,
S953010080,"CD, Katanga",,NATIVE,3752,
S953010540,"CD, Katanga",,NATIVE,3752,
S801010020,"CD, Katanga",,NATIVE,2347,
S290062200,"CD, Katanga",,NATIVE,262,
S610730110,"CD, Katanga",,NATIVE,493,
S610730010,"CD, Katanga",,NATIVE,872,
S610650140,"CD, Katanga",,NATIVE,872,
S610650100,"CD, Katanga",,NATIVE,872,
S610551100,"CD, Katanga",,NATIVE,493,
S610551320,"CD, Katanga",,NATIVE,872,
S610550580,"CD, Katanga",,NATIVE,872,
p610551041,"CD, Katanga",,NATIVE,769,
S610551930,"CD, Katanga",,NATIVE,872,
S610551420,"CD, Katanga",,NATIVE,872,
p610551421,"CD, Katanga",,NATIVE,872,
S610551380,"CD, Katanga",,NATIVE,872,
S610551690,"CD, Katanga",,NATIVE,872,
p610551691,"CD, Katanga",,NATIVE,872,
S610550410,"CD, Katanga",,NATIVE,872,
p610550251,"CD, Katanga",,NATIVE,769,
S610550100,"CD, Katanga",,NATIVE,872,
S610551150,"CD, Katanga",,NATIVE,872,
S902040010,"CD, Katanga",,NATIVE,2450,
S160810080,"CD, Katanga",,NATIVE,3836,
S613040230,"CD, Katanga",,NATIVE,3638,
S161280020,"CD, Katanga",,NATIVE,1123,
S560540020,"CD, Katanga",,NATIVE,935,
S560100010,"CD, Katanga",,NATIVE,935,
S290020180,"CD, Katanga",,NATIVE,7,
S491680060,"CD, Katanga",,NATIVE,88,
S491680090,"CD, Katanga",,NATIVE,230,
S500510260,"CD, Katanga",,NATIVE,230,
S500980200,"CD, Katanga",,NATIVE,2837,
S500650100,"CD, Katanga",,NATIVE,3920,
S500650170,"CD, Katanga",,NATIVE,3920,
S500650560,"CD, Katanga",,NATIVE,3920,
S500530090,"CD, Katanga",,NATIVE,79,
S500810110,"CD, Katanga",,NATIVE,1311,
S500810155,"CD, Katanga",,NATIVE,88,
S500680090,"CD, Katanga",,NATIVE,3916,
S500680100,"CD, Katanga",,NATIVE,230,
S501010420,"CD, Katanga",,NATIVE,213,
S501050030,"CD, Katanga",,NATIVE,230,
S500500010,"CD, Katanga",,NATIVE,88,
S501560020,"CD, Katanga",,NATIVE,88,
S501560040,"CD, Katanga",,NATIVE,79,
S501520010,"CD, Katanga",,NATIVE,79,
S501600010,"CD, Katanga",,NATIVE,232,
S501260130,"CD, Katanga",,NATIVE,3920,
S501220030,"CD, Katanga",,NATIVE,3920,
S500560260,"CD, Katanga",,NATIVE,262,
S501080030,"CD, Katanga",,NATIVE,88,
S500590020,"CD, Katanga",,NATIVE,88,
S500690150,"CD, Katanga",,NATIVE,3930,
S501700010,"CD, Katanga",,NATIVE,79,
S502020010,"CD, Katanga",,NATIVE,79,
S502020020,"CD, Katanga",,NATIVE,79,
S502060090,"CD, Katanga",,NATIVE,79,
S502060120,"CD, Katanga",,NATIVE,79,
S502080055,"CD, Katanga",,NATIVE,262,
S505030030,"CD, Katanga",,NATIVE,79,
S504060010,"CD, Katanga",,NATIVE,88,
S505030240,"CD, Katanga",,NATIVE,3762,
S507025060,"CD, Katanga",,NATIVE,2939,
S508050010,"CD, Katanga",,NATIVE,88,
S507620020,"CD, Katanga",,NATIVE,2939,
S508610010,"CD, Katanga",,NATIVE,88,
S508170040,"CD, Katanga",,NATIVE,88,
S508170070,"CD, Katanga",,NATIVE,2939,
S507370050,"CD, Katanga",,NATIVE,79,
S507370070,"CD, Katanga",,NATIVE,232,
S506180050,"CD, Katanga",,NATIVE,7,
S505245010,"CD, Katanga",,NATIVE,79,
S491428010,"CD, Katanga",,NATIVE,4102,
S491650010,"CD, Katanga",,NATIVE,2939,
S492050010,"CD, Katanga",,NATIVE,88,
S492160010,"CD, Katanga",,NATIVE,88,
S492160020,"CD, Katanga",,NATIVE,88,
S493050030,"CD, Katanga",,NATIVE,2781,
S493050070,"CD, Katanga",,NATIVE,2781,
S493050110,"CD, Katanga",,NATIVE,2781,
S493050220,"CD, Katanga",,NATIVE,2781,
S493050230,"CD, Katanga",,NATIVE,79,
S493210015,"CD, Katanga",,NATIVE,2782,
S523640010,"CD, Katanga",,NATIVE,4168,
S520740020,"CD, Katanga",,NATIVE,2997,
S520530010,"CD, Katanga",,NATIVE,4169,
S501260120,"CD, Katanga",,NATIVE,2856,
S501260140,"CD, Katanga",,NATIVE,2856,
S420895040,"CD, Katanga",,NATIVE,2146,
S742450040,"CD, Katanga",,NATIVE,1123,
S750400010,"CD, Katanga",,NATIVE,1123,
S470010030,"CD, Katanga",,NATIVE,2356,
S505290090,"CD, Katanga",,NATIVE,232,
S571800110,"CD, Katanga",,NATIVE,4221,
S503420120,"CD, Katanga",,NATIVE,2939,
S503420140,"CD, Katanga",,NATIVE,4251,
S503320060,"CD, Katanga",,NATIVE,4251,
S503410020,"CD, Katanga",,NATIVE,4251,
S503360330,"CD, Katanga",,NATIVE,232,
S503360090,"CD, Katanga",,NATIVE,4251,
S503360160,"CD, Katanga",,NATIVE,4251,
S503360200,"CD, Katanga",,NATIVE,230,
S503360240,"CD, Katanga",,NATIVE,4251,
p503360241,"CD, Katanga",,NATIVE,4251,
S363650050,"CD, Katanga",,NATIVE,4267,
S502010090,"CD, Katanga",,NATIVE,4253,
S502010040,"CD, Katanga",,NATIVE,4253,
S502010070,"CD, Katanga",,NATIVE,4253,
S360150040,"CD, Katanga",,NATIVE,4270,
S363295010,"CD, Katanga",,NATIVE,4271,
S505360010,"CD, Katanga",,NATIVE,262,
S506450030,"CD, Katanga",,NATIVE,88,
S504010100,"CD, Katanga",,NATIVE,79,
S506320076,"CD, Katanga",,NATIVE,79,
S507410050,"CD, Katanga",,NATIVE,79,
S502080070,"CD, Katanga",,NATIVE,3970,
S502080120,"CD, Katanga",,NATIVE,3970,
S502080050,"CD, Katanga",,NATIVE,3970,
S502080110,"CD, Katanga",,NATIVE,3970,
S530130010,"CD, Katanga",,NATIVE,3763,
S530130220,"CD, Katanga",,NATIVE,3763,
S530130250,"CD, Katanga",,NATIVE,3763,
S235590360,"CD, Katanga",,NATIVE,79,
S493030080,"CD, Katanga",,NATIVE,79,
S494330010,"CD, Katanga",,NATIVE,79,
S495030050,"CD, Katanga",,NATIVE,79,
S161420010,"CD, Katanga",,NATIVE,79,
S160010230,"CD, Katanga",,NATIVE,79,
S491120290,"CD, Katanga",,NATIVE,79,
S491120015,"CD, Katanga",,NATIVE,79,
S491120017,"CD, Katanga",,NATIVE,79,
S491120138,"CD, Katanga",,NATIVE,79,
S491120132,"CD, Katanga",,NATIVE,79,
S300180005,"CD, Katanga",,NATIVE,79,
S160490260,"CD, Katanga",,NATIVE,88,
S494510010,"CD, Katanga",,NATIVE,88,
S173660010,"CD, Katanga",,NATIVE,88,
S161260010,"CD, Katanga",,NATIVE,88,
S160010030,"CD, Katanga",,NATIVE,88,
S160490550,"CD, Katanga",,NATIVE,88,
S160490410,"CD, Katanga",,NATIVE,88,
S155020075,"CD, Katanga",,NATIVE,88,
S160490670,"CD, Katanga",,NATIVE,88,
S160490580,"CD, Katanga",,NATIVE,88,
S160490640,"CD, Katanga",,NATIVE,88,
S160490180,"CD, Katanga",,NATIVE,88,
S160490210,"CD, Katanga",,NATIVE,88,
S491200013,"CD, Katanga",,NATIVE,88,
S491200113,"CD, Katanga",,NATIVE,88,
S491200108,"CD, Katanga",,NATIVE,88,
S491200032,"CD, Katanga",,NATIVE,88,
S491230310,"CD, Katanga",,NATIVE,88,
S501030010,"CD, Katanga",,NATIVE,3939,
S501130060,"CD, Katanga",,NATIVE,2830,
S500910030,"CD, Katanga",,NATIVE,2830,
S500910040,"CD, Katanga",,NATIVE,2830,
