taxonID,relatedTaxonID,relatedTaxonScientificName,type,referenceID,remarks
S385028360,,Hibiscus sp. ,has host,7506,
S385040155,,Grewia occidentalis L.,has host,2025,
S385040155,,Grewia sp. ,has host,873,
S385060010,,Acacia sp. ,has host,7506,
S385060010,,Albizia sp. ,has host,2653,
S385060010,,Erythrophleum guineense G. Don.,has host,7506,
S385060010,,Piptadeniastrum africanum (Hook f.) Brenan,has host,7506,
S385060010,,Samanea saman (Jacq.) Merr.,has host,7506,
S385070360,,Macaranga sp. ,has host,4069,
S385070480,,Cestrum aurantiacum Lindl.,has host,2025,
S385070480,,Cryptocarya woodii Engl.,has host,2025,
S385070480,,Grewia occidentalis L.,has host,2025,
S385070480,,Maerua racemulosa (DC.) Gilg & Ben.,has host,2025,
S385070480,,Putterlickia verrucosa (E. Mey ex Sond.) Szyszył.,has host,2025,
S385070480,,Royena villosa L.,has host,2025,
S385120040,,Albizia sp. ,has host,7506,
S385120040,,Citrus sp. ,has host,7506,
S385120040,,Gossypium arboreum L.,has host,7506,
S385120040,,Markhamia lutea (Benth.) K. Schum.,has host,7506,
S385120040,,Markhamia sp. ,has host,3017,
S385120090,,Afrocarpus gracilior (Pilg.) C. N. Page,has host,7506,
S385120150,,Afrocarpus gracilior (Pilg.) C. N. Page,has host,7506,
S385120200,,Carya illinoinensis (Wangenh.) K. Koch,has host,6968,
S385120200,,Choritaenia capensis Benth.,has host,6968,
S385120200,,Combretum collinum Fresen.,has host,6968,
S385120200,,Combretum zeyheri Sond.,has host,6968,
S385120200,,Eugenia capensis (Eckl. & Zeyh.) Harv.,has host,2025,
S385120200,,Eugenia cordata (Sw.) DC.,has host,2025,
S385120200,,Eugenia sp. ,has host,873,
S385120200,,Eugenia sp. ,has host,6968,
S385120200,,Ficus sp. ,has host,6968,
S385120200,,Genaemirum sp. ,has parasite,6968,
S385120200,,Litchi chinensis Sonn.,has host,6968,
S385120200,,Macadamia integrifolia Maiden & Betche,has host,6968,
S385120200,,Macadamia tetraphylla L.A.S. Johnson,has host,6968,
S385120200,,Psidium guajava L.,has host,873,
S385120200,,Syzygium cordatum Hochst. ex Krauss,has host,6968,
S385120230,,Pyrus communis L.,has host,2025,
S385120240,,Carya illinoinensis (Wangenh.) K. Koch,has host,6968,
S385120240,,Litchi chinensis Sonn.,has host,6968,
S385120240,,Macadamia integrifolia Maiden & Betche,has host,6968,
S385120240,,Macadamia tetraphylla L.A.S. Johnson,has host,6968,
S385120240,,Mangifera indica L.,has host,6968,
S385120240,,Psidium guajava L.,has host,6968,
S385124130,,Cordia caffra Sond.,has host,2025,
S385140070,,Trimeria grandifolia (Hochst.) Warb.,has host,2025,
S385140140,,Camellia sinensis (L.) Kuntze,has host,6968,
S390114010,,Sutherlandia frutescens (L.) R.Br.,has host,5032,
S390116010,,Psoralea glabra E. Mey,has host,5032,
S390120020,,Loranthus sp. ,has host,3019,
S390138010,,Diospyros lycioides Desf.,has host,5729,
S390140020,,Melolobium microphyllum Eckl. & Zeyh.,has host,5032,
S390140020,,Melolobium sp. ,has host,5032,
S390230010,,Ipomoea bathycolpos Hallier f.,has host,7301,
S390235020,,Hibiscus aethiopicus L.,has host,7301,
S390235060,,Hibiscus pusillus Thunb.,has host,7301,
S390290025,,Citrullus colocynthis (L.) Schrad.,has host,7381,
S390290190,,Coccinia grandis (L.) Voigt,has host,8311,
S390365010,,Albizia chinensis (Osbeck) Merr.,has host,7506,
S390365010,,Albizia glaberrima (Schum. & Thonn.) Benth.,has host,7506,
S390390020,,Cordia ovalis R. Br.,has host,88,
S390405010,,Ipomoea batatas (L.) Lam.,has host,2584,
S390405040,,Ipomoea batatas (L.) Lam.,has host,242,
S390405040,,Ipomoea sp. ,has host,1909,
S390420060,,"Apanteles seyrigi Wilkinson, 1936",has parasite,9958,
S390435010,,Acacia drepanolobium Harms ex Y. Sjöstedt,has host,7738,
S390470100,,Chromolaena odorata (L.) King & Robinson,has host,2302,
S390470120,,Hibiscus cannabinus L.,has host,248,
S390470170,,Annona sp. ,has host,88,
S390470420,,Cordia ovalis R. Br.,has host,88,
S390470430,,Leucadendron sp. ,has host,6968,
S390470430,,Protea sp. ,has host,5719,
S390470500,,Ribes sp. ,has host,2234,
S390500135,,Clerodendrum paniculatum L.,has host,9905,
S390700010,,Ipomoea batatas (L.) Lam.,has host,242,
S390700030,,Ipomoea batatas (L.) Lam.,has host,2584,
S390700040,,Ipomoea batatas (L.) Lam.,has host,242,
S390700040,,Ipomoea batatas (L.) Lam.,has host,7274,
S400010010,,Undefined Coccoidea ,has host,1875,
S400010020,,Ityraea patricia Melichar,has host,3817,
S400010030,,Rhinortha guttata Walker,has host,1867,
S410030010,,Searsia tomentosa (L.) F. A. Barkley,has host,10384,
S410040160,,Ozoroa paniculosa (Sond.) R. Fern. & A. Fern.,has host,10384,
S410040200,,Searsia chirindensis (Baker f.) Moffett,has host,8300,
S410040200,,Searsia pallens (Eckl. & Zeyh.) Moffett,has host,8300,
S410060010,,Berzelia sp. ,has host,10384,
S420020010,,Coffea arabica L.,has host,7506,
S420020010,,Coffea arabica L.,has host,10384,
S420032010,,Bridelia micrantha (Hochst.) Baill.,has host,7506,
S420032010,,Coffea sp. ,has host,7506,
S420032010,,Lagerstroemia sp. ,has host,7506,
S420085010,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3473,
S420120010,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3473,
S420120010,,Anthonotha macrophylla P. Beauv.,has host,3473,
S420120010,,Gmelina arborea Roxb. ex Sm.,has host,3473,
S420120010,,Terminalia catappa L.,has host,3473,
S420180030,,Gymnosporia buxifolia (L.) Szyszył.,has host,10384,
S420190140,,Spondias mombin L.,has host,3473,
S420210010,,Acacia mearnsii De Wild.,has host,7506,
S420210020,,Acacia mollissima Willd.,has host,2025,
S420210020,,Acacia sp. ,has host,2716,
S420210020,,Gossypium sp. ,has host,7219,
S420210020,,Vachellia sp. ,has host,10384,
S420210050,,Vachellia tortilis (Forssk.) Galasso & Banfi,has host,972,
S420220010,,Acalypha sp. ,has host,7506,
S420220010,,Manihot carthaginensis subsp. glaziovii (Müll. Arg.) Allem,has host,7506,
S420220010,,Psidium guajava L.,has host,7506,
S420220010,,Setaria longiseta P. Beauv.,has host,7506,
S420230050,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3473,
S420230050,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,7506,
S420240020,,Celastrus sp. ,has host,873,
S420240020,,Gymnosporia buxifolia (L.) Szyszl.,has host,10384,
S420240020,,Putterlickia verrucosa (E. Mey ex Sond.) Szyszył.,has host,2025,
S420255010,,Abutilon sp. ,has host,3262,
S420255010,,Crescentia sp. ,has host,1894,
S420255010,,Ficus sp. ,has host,3262,
S420255010,,Scaevola taccada (Gaertn.) Roxb.,has host,10691,
S420285010,,Shirakiopsis elliptica (Hochst.) Esser,has host,7506,
S420300010,,Weinmannia sp. ,has host,2715,
S420320010,,Berlinia sp. ,has host,3473,
S420330040,,Phyllanthus sp. ,has host,7506,
S420330050,,Achyranthes aspera L.,has host,10384,
S420330070,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3473,
S420330070,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,7506,
S420330070,,Ipomoea batatas (L.) Lam.,has host,7506,
S420385010,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3473,
S420420020,,Uapaca bojeri H. Baillon,has host,7433,
S420420050,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3473,
S420420050,,Anthonotha macrophylla P. Beauv.,has host,3473,
S420420160,,Celtis sp. ,has host,873,
S420420180,, ,has host,7506,
S420420180,,Barringtonia asiatica (L.) Kurz,has host,7506,
S420420180,,Brachystegia spiciformis Benth.,has host,6968,
S420420180,,Celastrus sp. ,has host,873,
S420420180,,Lagerstroemia indica L.,has host,7506,
S420420180,,Macadamia integrifolia Maiden & Betche,has host,6968,
S420420180,,Macadamia tetraphylla L.A.S. Johnson,has host,6968,
S420420180,,Ochna sp. ,has host,7506,
S420420180,,Prunus armeniaca L.,has host,6968,
S420420180,,Prunus domestica L.,has host,6968,
S420420180,,Prunus sp. ,has host,873,
S420420180,,Putterlickia verrucosa (E. Mey ex Sond.) Szyszył.,has host,2025,
S420420180,,Putterlickia verrucosa (E. Mey ex Sond.) Szyszył.,has host,6968,
S420420180,,Syzygium cumini (L.) Skeels,has host,7506,
S420420180,,Vaccinium sp. ,has host,6968,
S420420330,,Lagerstroemia flos-reginae Retz.,has host,3473,
S420420330,,Lagerstroemia sp. ,has host,873,
S420420330,,Lagerstroemia speciosa (L.) Pers.,has host,7506,
S420420330,,Markhamia lutea (Benth.) K. Schum.,has host,7506,
S420420330,,Markhamia sp. ,has host,3017,
S420420330,,Musanga cecropioides R.Br. & Tedlie,has host,3473,
S420420330,,Musanga cecropioides R.Br. & Tedlie,has host,7506,
S420420330,,Uapaca sp. ,has host,873,
S420420360,,Markhamia lutea (Benth.) K. Schum.,has host,7506,
S420420360,,Markhamia sp. ,has host,3017,
S420420390,,Trema guineensis (Schum. & Thonn.) Ficalho,has host,3351,
S420420400,,Arachis hypogaea L.,has host,7506,
S420420400,,Coffea arabica L.,has host,5385,
S420420400,,Coffea arabica L.,has host,7506,
S420420400,,Coffea sp. ,has host,4588,
S420420400,,Gloriosa superba L.,has host,7506,
S420420400,,Gossypium sp. ,has host,7219,
S420420400,,Gossypium sp. ,has host,7506,
S420420400,,Ipomoea batatas (L.) Lam.,has host,7506,
S420420400,,Markhamia sp. ,has host,3017,
S420420400,,Markhamia sp. ,has host,7506,
S420420400,,Mitragyna stipulosa (DC.) Kuntze,has host,7506,
S420420400,,Pavetta lanceolata Sond.,has host,2025,
S420420400,,Pyrus sp. ,has host,7506,
S420420400,,Quisqualis sp. ,has host,7506,
S420420400,,Ricinus sp. ,has host,7506,
S420420400,,Spondias mombin L.,has host,3473,
S420420400,,Spondias mombin L.,has host,7506,
S420420400,,Theobroma cacao L.,has host,4594,
S420420400,,Undefined polyphagous ,has host,4588,
S420420400,,Zea mays L.,has host,7506,
S420430010,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3473,
S420430010,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,7506,
S420430010,,Ficus sp. ,has host,7506,
S420430010,,Prunus africana (Hook f.) Kalkman,has host,7506,
S420430010,,Shirakiopsis elliptica (Hochst.) Esser,has host,7506,
S420430010,,Syzygium guineense (Willd.) DC.,has host,7506,
S420530010,,Bauhinia sp. ,has host,7506,
S420530010,,Coffea sp. ,has host,7506,
S420530010,,Ricinus sp. ,has host,7506,
S420530010,,Syzygium cumini (L.) Skeels,has host,7506,
S420530010,,Undefined polyphagous ,has host,10384,
S420540060,,Gliricidia maculata (Kunth) Steud.,has host,9701,
S420560100,,Coffea sp. ,has host,,
S420600020,,Coffea sp. ,has host,873,
S420600020,,Corchorus sp. ,has host,7506,
S420600020,,Dodonaea sp. ,has host,873,
S420600020,,Ricinus sp. ,has host,7506,
S420600020,,Undefined polyphagous ,has host,10384,
S420610030,,Annona sp. ,has host,7506,
S420610030,,Camellia sinensis (L.) Kuntze,has host,7506,
S420610030,,Camellia sp. ,has host,7124,
S420610030,,Coffea arabica L.,has host,7144,
S420610030,,Coffea arabica L.,has host,7506,
S420610030,,Coffea sp. ,has host,4588,
S420610030,,Coffea sp. ,has host,7124,
S420610030,,Lagerstroemia sp. ,has host,7506,
S420610030,,Rosa sp. ,has host,7506,
S420610060,,Coffea sp. ,has host,7506,
S420620030,, ,has host,,
S420620030,,Acalypha glabrata Thunb.,has host,2025,
S420620030,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3473,
S420620030,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,7506,
S420620030,,Aspilia latifolia A. Chev.,has host,3473,
S420620030,,Aspilia latifolia A. Chev.,has host,7506,
S420620030,,Deinbollia oblongifolia (Sond.) Radlk.,has host,2025,
S420620030,,Lagerstroemia flos-reginae Retz.,has host,3473,
S420620030,,Lagerstroemia speciosa (L.) Pers.,has host,7506,
S420620030,,Putterlickia verrucosa (E. Mey ex Sond.) Szyszył.,has host,2025,
S420620030,,Royena villosa L.,has host,2025,
S420620030,,Undefined polyphagous ,has host,3473,
S420620030,,Urena lobata L.,has host,10507,
S420630010,,Undefined polyphagous ,has host,10384,
S420660020,,Senegalia caffra (Thunb.) P.J.H. Hurter & Mabb.,has host,10384,
S420660020,,Vachellia karroo (Hayne) Banfi & Galasso,has host,10384,
S420670020,,Gossypium sp. ,has host,5078,
S420670020,,Tristemma hirsutum P. Beauv.,has host,3473,
S420670090,,Eucalyptus deglupta Blume,has host,7506,
S420670090,,Eucalyptus sp. ,has host,3016,
S420670090,,Markhamia lutea (Benth.) K. Schum.,has host,7506,
S420670090,,Markhamia sp. ,has host,3016,
S420670170,,Vitex doniana Sweet,has host,3351,
S420670170,,Vitex sp. ,has host,526,
S420670190,,Coffea sp. ,has host,2948,
S420670190,,Coffea sp. ,has host,4588,
S420670190,,Markhamia lutea (Benth.) K. Schum.,has host,7506,
S420670190,,Markhamia sp. ,has host,3017,
S420670190,,Theobroma cacao L.,has host,4588,
S420670320,,Sclerocarya caffra Sond.,has host,2715,
S420670370,,Ricinus sp. ,has host,7506,
S420670390,,Carceliops metallica Séguy,has parasite,1211,
S420670390,,Eucalyptus sp. ,has host,1211,
S420670390,,Eugenia condensatum (Baker) Labat & Schatz,has host,1211,
S420670390,,Prunus serotina Ehrh.,has host,1211,
S420670390,,Uapaca thouarsii Baill.,has host,4395,
S420670410,,Citrus sp. ,has host,7506,
S420670410,,Cocos nucifera L.,has host,3473,
S420670410,,Cocos nucifera L.,has host,7506,
S420670410,,Musa x paradisiaca L.,has host,7506,
S420670410,,Rosa sp. ,has host,7506,
S420670410,,Shirakiopsis elliptica (Hochst.) Esser,has host,7506,
S420670410,,Theobroma cacao L.,has host,3254,
S420670420,,Coffea sp. ,has host,4588,
S420700020,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3473,
S420700020,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,7506,
S420700020,,Burttdavya nyasica Hoyle,has host,7506,
S420700020,,Coffea sp. ,has host,4588,
S420700020,,Coffea sp. ,has host,7506,
S420700020,,Ixora euosmia K. Schum.,has host,3473,
S420700020,,Ixora euosmia K. Schum.,has host,7506,
S420730020,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3473,
S420730020,,Nepeta sp. ,has host,3473,
S420730030,,Manihot esculenta Crantz,has host,1690,
S420840030,,Protea sp. ,has host,2716,
S420850020,,Aframomum sp. ,has host,7506,
S420850020,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3473,
S420850020,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,7506,
S420875010,,Royena sp. ,has host,873,
S420875010,,Uapaca sp. ,has host,873,
S420875010,,Undefined polyphagous ,has host,10384,
S420875040,,Myrica aethiopica L.,has host,2025,
S420875040,,Myrica sp. ,has host,873,
S420875040,,Searsia sp. ,has host,,
S420880010,,Gmelina arborea Roxb. ex Sm.,has host,3473,
S420880010,,Gmelina arborea Roxb. ex Sm.,has host,7506,
S420880010,,Terminalia catappa L.,has host,3473,
S420880010,,Terminalia catappa L.,has host,7506,
S420880060,,Terminalia sp. ,has host,7506,
S420880080,,Combretum lanceolatum Pohl ex Eichler,has host,3473,
S420880080,,Combretum latialatum Engl.,has host,7506,
S420900010,,Spondias mombin L.,has host,3473,
S420900040,,Cassia sp. ,has host,7506,
S420910020,,Cocos nucifera L.,has host,3381,
S420910020,,Eucalyptus maculata (Hook.) K.D. Hill & L.A.S.Johnson,has host,2716,
S420910020,,Eucalyptus paniculata Sm.,has host,2716,
S420910020,,Eucalyptus saligna Sm.,has host,2716,
S420940010,,Clutia sp. ,has host,1750,
S420960010,,Uapaca thouarsii Baill.,has host,4395,
S420980040,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3473,
S420980040,,Anthonotha macrophylla P. Beauv.,has host,3473,
S420980050,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3473,
S420980050,,Clerodendrum splendens G. Don,has host,3473,
S420980060,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3473,
S430030020,,Pinus radiata D. Don.,has host,4199,
S430030030,,Pinus radiata D. Don.,has host,4199,
S430030050,,Pinus radiata D. Don.,has host,4199,
S430030050,,Undefined polyphagous ,has host,10384,
S445010060,,Bauhinia sp. ,has host,2025,
S445010060,,Gardenia globosa Hochst.,has host,2025,
S445010070,,Undefined polyphagous ,has host,10384,
S450010010,,Rhoicissus cirrhiflora (L. f.) Gilg & Brandt,has host,2025,
S450180010,,Pentas sp. ,has host,7274,
S450240040,,Cissus sp. ,has host,7274,
S450240040,,Cyphostemma junceum (Baker) Desc. ex Wild & R. B. Drumm.,has host,7344,
S450240100,,Sorghum sp. ,has host,7274,
S450270050,,Vitis sp. ,has host,7274,
S450270120,,Cissus sp. ,has host,7274,
S450270120,,Lathyrus oleraceus Lam.,has host,7274,
S450270250,,Cissus sp. ,has host,7274,
S450290010,,Rhoicissus sp. ,has host,873,
S450310010,,Capparis sp. ,has host,7344,
S450310010,,Gymnosporia sp. ,has host,7344,
S450310010,,Maytenus gracilipes (Welw. ex Oliv.) Exell,has host,5810,
S450310010,,Maytenus ovata (Walp.) Loes.,has host,7274,
S450310020,,Maytenus senegalensis (Lam.) Exell,has host,,
S450320010,,Pterocelastrus tricuspidatus (Lam.) Walp.,has host,10384,
S450320020,,Leucadendron sp. ,has host,5046,
S450320030,,Gymnosporia buxifolia (L.) Szyszl.,has host,7522,
S450320030,,Gymnosporia heterophylla (Ecklon & Zeyher) Loes.,has host,7522,
S450320030,,Gymnosporia polyacanthus Szyszył.,has host,7522,
S450320030,,Gymnosporia senegalensis (Lam.) Loes.,has host,7522,
S450320030,,Putterlickia sp. ,has host,10384,
S450320050,,Cassine schinoides (Spreng.) R. H. Archer,has host,7522,
S450320050,,Maytenus oleoides (Lam.) Loes.,has host,7522,
S450320060,,Cassine peragua L.,has host,7522,
S450320060,,Maytenus oleoides (Lam.) Loes.,has host,7522,
S450320060,,Pterocelastrus tricuspidatus (Lam.) Walp.,has host,7522,
S450320060,,Putterlickia sp. ,has host,7522,
S450320070,,Gymnosporia buxifolia (L.) Szyszył.,has host,2233,
S450320090,,Cassine schinoides (Spreng.) R. H. Archer,has host,7522,
S450320090,,Maytenus oleoides (Lam.) Loes.,has host,7522,
S450320090,,Pterocelastrus sp. ,has host,10384,
S450320110,,Gymnosporia buxifolia (L.) Szyszl.,has host,7522,
S450320110,,Gymnosporia heterophylla (Ecklon & Zeyher) Loes.,has host,7522,
S450320110,,Putterlickia pyracantha (L.) Szyszył.,has host,7522,
S450330020,,Clausena anisata (Willd.) Hook.f. ex Benth.,has host,2025,
S450330030,,Cassine aethiopica Thunbg.,has host,5810,
S450330030,,Gymnosporia buxifolia (L.) Szyszył.,has host,2233,
S450340010,,Gymnosporia buxifolia (L.) Szyszył.,has host,10384,
S450340030,,Maytenus heterophylla (Eckl. & Zeyh.) N. Robson,has host,10200,
S450350010,,Maytenus senegalensis (Lam.) Exell,has host,5809,
S450350010,,Maytenus somaliensis (Loes.) Cufod.,has host,5809,
S450350010,,Maytenus sp. ,has host,5809,
S450360010,,Elaeodendron transvaalense (Burtt Davy) R.H.Archer,has host,10384,
S460010040,,Sideroxylon borbonicum Aubrév.,has host,1515,
S460010080,,Achras sapota L.,has host,4377,
S460010080,,Manilkara zapota (L.) P. Royen,has host,423,
S460010080,,Manilkara zapota (L.) P. Royen,has host,10384,
S460010080,,Terminalia tomentosa Wight & Arn.,has host,10384,
S460020005,,Bridelia micrantha (Hochst.) Baill.,has host,7506,
S460020005,,Coffea sp. ,has host,423,
S460120070,,Dioscorea cotinifolia Kunth.,has host,10384,
S460120080,,Boscia albitrunca (Burch.) Gilg & Gilg-Ben.,has host,10384,
S460120100,,Maerua angolensis DC.,has host,7506,
S460120140,,Capparis sp. ,has host,7506,
S460120140,,Ritchiea sp. ,has host,423,
S460200010,,Philippia sp. ,has host,1835,
S460215060,,Terminalia avicennioides Guill. & Perr.,has host,423,
S460215060,,Terminalia sericea Burch. ex DC.,has host,423,
S460280010,,Combretum kraussii Hochst.,has host,10384,
S460340150,,Combretum apiculatum Sond.,has host,10384,
S460355010,,Terminalia ivorensis A. Chev.,has host,423,
S460355010,,Terminalia ivorensis A. Chev.,has host,3254,
S460410030,,Grewia sp. ,has host,7274,
S460410100,,Sclerocarya birrea (A. Rich) Hochst.,has host,10384,
S470010030,,Fernandoa magnifica Seem.,has host,7506,
S470010030,,Fernandoa sp. ,has host,3017,
S470010030,,Markhamia sp. ,has host,3017,
S470010030,,Markhamia zanzibarica §Bojer ex DC.) K. Schum.,has host,7506,
S470010070,,Duranta erecta L.,has host,7506,
S470010090,,Avicennia marina (Forssk.) Vierh.,has host,2053,
S470010090,,Cassia fistula L.,has host,3790,
S470010090,,Catalpa longissima (Jacq.) Dum. Cours.,has host,3753,
S470010090,,Eugenia sp. ,has host,2053,
S470010090,,Lantana camara L.,has host,3790,
S470010090,,Markhamia lutea (Benth.) K. Schum.,has host,7506,
S470010090,,Markhamia sp. ,has host,3017,
S470010090,,Panicum maximum Jacq.,has host,2053,
S470010090,,Premna serratifolia L.,has host,2053,
S470010090,,Rhizophora mucronata Lam.,has host,2053,
S470010090,,Ricinus communis L.,has host,3790,
S470010090,,Schefflera sp. ,has host,2053,
S470010090,,Spathodea campanulata Beauv.,has host,2053,
S470010090,,Tabebuia sp. ,has host,2053,
S470010090,,Tectona grandis L. f.,has host,2053,
S470010090,,Vitex sp. ,has host,2053,
S475010010,,Nuxia congesta R. Br. ex Fresen,has host,4870,
S490020010,,Elaeis guineensis Jacq.,has host,2959,
S490030010,,"Apanteles galleriae Wilkinson, 1932",has parasite,9958,
S490030010,,Undefined Nest of Hymenoptera ,has host,1515,
S490030010,,"Venturia canescens (Gravenhorst, 1829)",has parasite,6058,
S490040010,,Elaeis guineensis Jacq.,has host,79,
S490050010,,Cassia fistula L.,has host,2567,
S490050010,,Cassia mannii Oliv.,has host,7505,
S490200040,,Undefined Decaying animal matter ,has host,401,
S490210030,,Balanites aegyptiaca (L.) Del.,has host,7505,
S490210030,,"Bracon brevicornis Wesmael, 1838",has parasite,4594,
S490210030,,"Bracon hebetor (Say, 1836)",has parasite,9958,
S490210030,,Gossypium sp. ,has host,6857,
S490210030,,Sesamum indicum L.,has host,1456,
S490210030,,Theobroma cacao L.,has host,1472,
S490210030,,"Undefined Stored products (grain, rice...) ",has host,1515,
S490210030,,"Undefined Stored products (grain, rice...) ",has host,2903,
S490210030,,"Undefined Stored products (grain, rice...) ",has host,3061,
S490210070,,Cassia abbreviata Oliv.,has host,230,
S490210080,,"Phoenix dactylifera L., 1753",has host,5948,
S490250010,,Agathis sp. ,has parasite,3287,
S490250010,,Andropogon gayanus Kunth,has host,200,
S490250010,,Cenchrus purpureus (Schumach.) Morrone,has host,200,
S490250010,,Cenchrus purpureus (Schumach.) Morrone,has host,4547,
S490250010,,Chriodes sp. ,has parasite,3287,
S490250010,,Cyperus dives Delile,has host,6968,
S490250010,,Cyperus papyrus L.,has host,200,
S490250010,,Cyperus papyrus L.,has host,3287,
S490250010,,Cyperus papyrus L.,has host,7505,
S490250010,,Goniozus natalensis Gordh.,has parasite,3287,
S490250010,,Hyparrhenia rufa (Nees) Stapf,has host,200,
S490250010,,Imperata cylindrica (L.) Raeusch.,has host,200,
S490250010,,Iphiaulax sp. ,has parasite,3287,
S490250010,,"Orgilus bifasciatus Turner, 1922",has parasite,3287,
S490250010,,Panicum maximum Jacq.,has host,200,
S490250010,,Paspalum orbiculare Forst.,has host,200,
S490250010,,Pennisetum polystachion (L.) Schult.,has host,200,
S490250010,,Rottboellia exaltata (L.) Fils,has host,200,
S490250010,,Saccharum officinarum L.,has host,422,
S490250010,,Saccharum officinarum L.,has host,7505,
S490250010,,Schembria sp. ,has parasite,3287,
S490250010,,Sorghum bicolor subsp. verticilliflorum (Steud.) de Wet ex Wiersema & J.Dahlb.,has host,200,
S490250010,,Sorghum vulgare Pers.,has host,7505,
S490250010,,Undefined Grasses ,has host,6968,
S490250010,,"Xanthopimpla stemmator (Thunberg, 1824)",has parasite,6058,
S490250010,,Zea mays L.,has host,4547,
S490250010,,Zea mays L.,has host,5078,
S490250010,,Zea mays L.,has host,7505,
S490260020,,Aster sp. ,has host,6936,
S490260020,,Inula sp. ,has host,6936,
S490260020,,Undefined Nest of Hymenoptera ,has host,6936,
S490260020,,Undefined polyphagous ,has host,6936,
S490260050,,Syzygium cumini (L.) Skeels,has host,1903,
S490260070,,Ficus saussureana DC.,has host,7505,
S490310010,,Cocos nucifera L.,has host,2053,
S491050010,,Halocnemum strobilaceum (Pallas) Bieb.,has host,3109,
S491060350,,Ceratophyllum demersum L.,has host,7505,
S491110150,,Undefined Decaying vegetable matter ,has host,47,
S491120010,,Cupressus macrocarpa Hartw. ex Gordon,has host,10384,
S491120030,,Mimusops caffra E. Mey ex A. DC.,has host,2234,
S491120060,,Leucadendron sp. ,has host,6968,
S491120060,,Mimetes sp. ,has host,6968,
S491120060,,Protea sp. ,has host,5719,
S491140025,,Undefined Decaying animal matter ,has host,2939,
S491140180,,Undefined Nest of Hymenoptera ,has host,2939,
S491140320,,Cannabis sativa L.,has host,7899,
S491140320,,Eucalyptus sp. ,has host,7505,
S491140320,,Neoboutonia sp. ,has host,7505,
S491140320,,Undefined Decaying animal matter ,has host,2939,
S491160010,,Stachys affinis Bunge,has host,443,
S491200050,,"Undefined Stored products (grain, rice...) ",has host,47,
S491200050,,"Venturia canescens (Gravenhorst, 1829)",has parasite,6058,
S491200090,,Undefined Decaying vegetable matter ,has host,3577,
S491325010,,Albizia grandibracteata Taub.,has host,7505,
S491325010,,Albizia sp. ,has host,4045,
S491393010,,Dichapetalum cymosum (Hook.) Engl.,has host,10384,
S491395020,,Dypsis decipiens (Becc.) Beentje & J.Dransf.,has host,1903,
S491425020,,Maesopsis eminii Engl.,has host,7505,
S491540010,,Entandrophragma sp. ,has host,2939,
S491630040,,Undefined Decaying vegetable matter ,has host,2939,
S491650075,,Bridelia micrantha (Hochst.) Baill.,has host,4045,
S491650075,,Bridelia micrantha (Hochst.) Baill.,has host,7505,
S491680070,,Harongana madagascariensis Lam.,has host,2939,
S491680110,,Erica muscosa (Aiton) Druce,has host,5045,
S491680110,,Scyphogyne sp. ,has host,873,
S491680110,,Undefined polyphagous ,has host,10384,
S492050050,,Tamarix sp. ,has host,4580,
S492160050,,Ficus sur Forssk.,has host,7505,
S492170050,,Brachystegia boehmii Taub.,has host,8041,
S492200010,,Commiphora mollis (Oliv.) Engl.,has host,10384,
S492200010,,Commiphora pyracanthoides Engl.,has host,10384,
S492200010,,Sclerocroton integerrimus Hochst.,has host,10384,
S493050230,,Saccharum sp. ,has host,873,
S493140020,,Andropogon tectorum Schumach. & Thonn.,has host,7858,
S493140020,,"Bracon testaceorufatus Granger, 1949",has parasite,9957,
S493140020,,Cotesia flavipes Cameron,has parasite,9958,
S493140020,,Oryza sativa L.,has host,5179,
S493140020,,Oryza sativa L.,has host,7505,
S493140020,,Oryza sp. ,has host,7838,
S493140020,,"Phanerotoma saussurei Kohl, 1906",has parasite,9957,
S493140020,,"Rhaconotus carinatus Polaszek, 1994",has parasite,9957,
S493140020,,Saccharum sp. ,has host,7838,
S493140020,,Sorghum sp. ,has host,7838,
