taxonID,relatedTaxonID,relatedTaxonScientificName,type,referenceID,remarks
S701520740,,Sterculia tragacantha Lindl.,has host,3012,
S701520740,,Tephrosia bracteolata Guill. & Perrott,has host,3012,
S701520740,,Terminalia glaucescens Planch. ex Benth.,has host,3012,
S701520740,,Theobroma cacao L.,has host,3254,
S701520740,,Trema guineensis (Schum. & Thonn.) Ficalho,has host,3012,
S701520740,,Vachellia karroo (Hayne) Banfi & Galasso,has host,9687,
S701520740,,Vachellia tortilis (Forssk.) Galasso & Banfi,has host,972,
S701520740,,Vachellia xanthophloea (Benth.) P.J.H. Hurter,has host,972,
S701520740,,Ziziphus sp. ,has host,7274,
S701520750,,Eucalyptus sp. ,has host,1211,
S701520790,,Cajanus cajan (L.) Millsp.,has host,952,
S701520830,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,2729,
S701520830,,Lagerstroemia sp. ,has host,4338,
S701520880,,Erythrina caffra Thunb.,has host,2234,
S701520890,,Acacia sp. ,has host,969,
S701520900,,Acacia polyacantha Willd.,has host,7274,
S701520900,,Bridelia micrantha (Hochst.) Baill.,has host,967,
S701520900,,Cajanus cajan (L.) Millsp.,has host,7274,
S701520900,,Cajanus indicus Spreng.,has host,967,
S701520900,,Erythrina abyssinica Lam. ex DC.,has host,7274,
S701520900,,Erythrina sp. ,has host,967,
S701520900,,Indigofera sp. ,has host,7274,
S701520900,,Lantana trifolia L.,has host,7274,
S701520900,,Morus sp. ,has host,7274,
S701520900,,Urena lobata L.,has host,7274,
S701520990,,Acacia mollissima Willd.,has host,10200,
S701520990,,Combretum sp. ,has host,969,
S701520990,,Platanus sp. ,has host,10200,
S701521100,,Senna occidentalis (L.) Link,has host,3012,
S701521160,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,4338,
S701521160,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,4650,
S701521160,,Bothriocline longipes (Oliv. & Hiern.) N. E. Br.,has host,4650,
S701521160,,Eleusine coracana (L.) Gaertn.,has host,4338,
S701521160,,Erlangea sp. ,has host,7274,
S701521160,,Gossypium sp. ,has host,5648,
S701521160,,Ipomoea batatas (L.) Lam.,has host,4338,
S701521160,,Lagerstroemia sp. ,has host,4338,
S701521160,,Loranthus sp. ,has host,9683,
S701521160,,Ricinus communis L.,has host,9683,
S701521160,,Ricinus sp. ,has host,4338,
S701521160,,Rosa sp. ,has host,9683,
S701521210,,Lagerstroemia indica L.,has host,9683,
S701521210,,Ricinus sp. ,has host,7274,
S701521240,,Smithia sp. ,has host,4650,
S701521240,,Smithia sp. ,has host,7274,
S701521280,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3472,
S701521280,,Citrus aurantium L.,has host,3472,
S701521290,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3472,
S701521290,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,7274,
S701521290,,Barteria nigritana Hook. f.,has host,3472,
S701521290,,Barteria nigritana Hook. f.,has host,7274,
S701521290,,Basella alba L.,has host,7274,
S701521290,,Bridelia micrantha (Hochst.) Baill.,has host,7274,
S701521290,,Canarium schweinfurthii Engl.,has host,7274,
S701521290,,Combretum sp. ,has host,7274,
S701521290,,Eucalyptus sp. ,has host,3016,
S701521290,,Eucalyptus sp. ,has host,7274,
S701521290,,Flueggea virosa (Roxb. ex Willd.) Royle,has host,7274,
S701521290,,Markhamia lutea (Benth.) K. Schum.,has host,7274,
S701521290,,Markhamia sp. ,has host,3017,
S701521290,,Psidium guajava L.,has host,7274,
S701521290,,Rosa sp. ,has host,7274,
S701521290,,Shirakiopsis elliptica (Hochst.) Esser,has host,9683,
S701521350,,Bridelia micrantha (Hochst.) Baill.,has host,7274,
S701521450,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,4650,
S701521620,,Cajanus cajan (L.) Millsp.,has host,7274,
S701521620,,Coffea sp. ,has host,7274,
S701521620,,Erythrina sp. ,has host,7274,
S701521650,,Anacardium occidentale L.,has host,7274,
S701521650,,"Apanteles levigaster Granger, 1949",has parasite,1211,
S701521650,,"Apanteles madecassus Granger, 1949",has parasite,9957,
S701521650,,Apanteles sp. ,has parasite,9957,
S701521650,,Cajanus cajan (L.) Millsp.,has host,7274,
S701521650,,Cassia sp. ,has host,7274,
S701521650,,Citrus sp. ,has host,7274,
S701521650,,Coffea sp. ,has host,7274,
S701521650,,Ctenophorocera sp. ,has parasite,9957,
S701521650,,Eleusine coracana (L.) Gaertn.,has host,7274,
S701521650,,Enicospilus waterloti Seyrig,has parasite,1211,
S701521650,,Entedon sp. ,has parasite,1211,
S701521650,,Exorista fallax Meigen,has parasite,9957,
S701521650,,Gossypium sp. ,has host,7274,
S701521650,,Musa sp. ,has host,7274,
S701521650,,Nerium sp. ,has host,7274,
S701521650,,Pachira aquatica Aubl.,has host,1211,
S701521650,,Parkinsonia aculeata L.,has host,1211,
S701521650,,"Phanerotoma wahlbergianae Fischer, 1963",has parasite,9957,
S701521650,,Plumeria sp. ,has host,7274,
S701521650,,Punica granatum L.,has host,7274,
S701521650,,Ricinus communis L.,has host,9683,
S701521650,,Ricinus communis L.,has host,9957,
S701521650,,Ricinus sp. ,has host,1211,
S701521650,,Ricinus sp. ,has host,7274,
S701521650,,Sesbania sesban (L.) Merr.,has host,1211,
S701521650,,Zea mays L.,has host,7274,
S701521650,,Ziziphus sp. ,has host,7274,
S701521690,,Acalypha glabrata Thunb.,has host,2025,
S701521690,,Acalypha sp. ,has host,873,
S701521690,,Manilkara discolor (Sond.) J. H. Hemsl.,has host,2025,
S701521690,,Mimusops sp. ,has host,873,
S701521690,,Ricinus communis L.,has host,2025,
S701521690,,Ricinus sp. ,has host,873,
S701521790,,Delonix regia (Bojes ex Hook) Raf.,has host,7274,
S701521790,,Gossypium sp. ,has host,7219,
S701521790,,Ricinus sp. ,has host,7274,
S701521790,,Samanea saman (Jacq.) Merr.,has host,7274,
S701521790,,Terminalia catappa L.,has host,7274,
S701521795,,Maesopsis eminii Engl.,has host,4650,
S701521795,,Maesopsis eminii Engl.,has host,7274,
S701521800,,Combretum molle R. Br ex G. Don.,has host,2025,
S701521800,,Combretum sp. ,has host,873,
S701521800,,Eriobotrya japonica (Thunb.) Lindl.,has host,2025,
S701521800,,Eriobotrya sp. ,has host,873,
S701521800,,Eugenia cordata (Sw.) DC.,has host,2025,
S701521800,,Eugenia sp. ,has host,873,
S701521800,,Ficus capensis Thunb.,has host,2025,
S701521800,,Ficus sp. ,has host,873,
S701521800,,Psidium sp. ,has host,2025,
S701521800,,Sclerocarya caffra Sond.,has host,2025,
S701521800,,Sclerocarya sp. ,has host,873,
S701521920,,Harongana madagascariensis Lam.,has host,4650,
S701521980,,Acacia sp. ,has host,969,
S701521980,,Undefined Lichens ,has host,10384,
S701521980,,Undefined Mosses ,has host,10384,
S701521980,,Undefined polyphagous ,has host,10384,
S701522020,,Gossypium sp. ,has host,4669,
S701522030,,Acacia mearnsii De Wild.,has host,6968,
S701522030,,Pinus eliottii Engelm.,has host,6968,
S701522030,,Pinus patula Schiede & Deppe,has host,6968,
S701522030,,Pinus sp. ,has host,873,
S701522090,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3472,
S701522090,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,7274,
S701522090,,Bridelia micrantha (Hochst.) Baill.,has host,7274,
S701522130,,Alhagi maurorum Medik.,has host,6793,
S701522130,,Terminalia catappa L.,has host,6793,
S702220010,,Ficus sp. ,has host,3565,
S703550360,,Undefined Grasses ,has host,873,
S703550360,,Undefined Grasses ,has host,2037,
S703550360,,Undefined polyphagous ,has host,2037,
S710010010,,Acalypha sp. ,has host,7274,
S710010250,,Oxyanthus brevi-floris ,has host,3472,
S710010250,,Undefined polyphagous ,has host,4650,
S710010310,,Keetia hispida (Benth.) Bridson,has host,4650,
S710010310,,Keetia hispida (Benth.) Bridson,has host,7274,
S710010360,,Macaranga schweinfurthii Pax,has host,7274,
S710010370,,Aspilia latifolia A. Chev.,has host,3472,
S710010370,,Aspilia mossambicensis (Oliv.) Wild,has host,7274,
S710010370,,Aspilia mossambicensis (Oliv.) Wild,has host,9929,
S710010370,,Aspilia sp. ,has host,3012,
S710210070,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3472,
S710210070,,Vernonia conferta Benth.,has host,3472,
S710210120,,Allophylus sp. ,has host,7274,
S710210420,,Eugenia cordata (Sw.) DC.,has host,4650,
S710210420,,Shirakiopsis elliptica (Hochst.) Esser,has host,4338,
S710210420,,Syzygium sp. ,has host,4338,
S710210460,,Manniophyton fulvum Müll. Arg.,has host,3472,
S710211040,,Bridelia micrantha (Hochst.) Baill.,has host,4650,
S710211040,,Bridelia micrantha (Hochst.) Baill.,has host,7274,
S710211610,,Allophylus africanus P. Beauv.,has host,4338,
S710211610,,Crassocephalum vitellinum (Benth.) S. Moore,has host,4338,
S710211610,,Gmelina arborea Roxb. ex Sm.,has host,3472,
S710211610,,Gmelina arborea Roxb. ex Sm.,has host,4338,
S710211640,,Urena lobata L.,has host,3472,
S710211660,,Ficus capensis Thunb.,has host,3012,
S710211660,,Ficus sp. ,has host,9683,
S710211700,,Connarus thoningii (DC.) G.Schellenb.,has host,3012,
S710211700,,Rourea minor (Gaertn.) Alston,has host,3012,
S710211720,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3472,
S710212090,,Macaranga sp. ,has host,7274,
S710212120,,Cardiospermum grandiflorum Sw.,has host,7274,
S710212130,,Manniophyton fulvum Müll. Arg.,has host,3472,
S710212490,,Anthonotha macrophylla P. Beauv.,has host,3472,
S710212720,,Undefined Lichens ,has host,2025,
S710212790,,Marantochloa sp. ,has host,7274,
S710212900,,Cenchrus purpureus (Schumach.) Morrone,has host,7274,
S710212900,,Hyparrhenia dissoluta C. E. Hubbard,has host,2186,
S710212900,,Hyparrhenia sp. ,has host,7274,
S710212900,,Saccharum officinarum L.,has host,7274,
S710212900,,Triticum aestivum L.,has host,7274,
S710212900,,Undefined Grasses ,has host,9683,
S710212900,,Undefined Grasses ,has host,9929,
S710212900,,Undefined Grasses ,has host,10200,
S710213330,,Cola acuminata Schott & Endl.,has host,3254,
S710213330,,Cola gigantea A. Chev.,has host,3012,
S710213330,,Cola gigantea A. Chev.,has host,3254,
S710213330,,Sabicea sp. ,has host,3012,
S710213360,,Brachystegia sp. ,has host,7274,
S710213360,,Brachystegia spiciformis Benth.,has host,2186,
S710213360,,Combretum molle R. Br ex G. Don.,has host,2025,
S710213360,,Terminalia catappa L.,has host,3472,
S710213360,,Terminalia catappa L.,has host,7274,
S710213890,,Ficus carica L.,has host,7344,
S710213890,,Ficus sp. ,has host,7274,
S710213890,,Ficus sp. ,has host,7344,
S710213905,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3472,
S710213905,,Smilax anceps Willd.,has host,3472,
S710214070,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3472,
S710260520,,Acacia raddiana Savi,has host,6268,
S710260520,,Acacia sp. ,has host,5948,
S710260520,,Calligonum comosum L'Herit.,has host,9427,
S710280030,,Bridelia ferruginea Benth.,has host,3012,
S710280030,,Cajanus cajan (L.) Millsp.,has host,7274,
S710280030,,Ficus capensis Thunb.,has host,3012,
S710280030,,Ficus carica L.,has host,2037,
S710280030,,Ficus petersii Warb.,has host,2025,
S710280030,,Ficus sp. ,has host,989,
S710280030,,Ficus sp. ,has host,2037,
S710280030,,Ficus vallis-choudae Del.,has host,3012,
S710280030,,"Glyptapanteles ficus (Granger, 1949)",has parasite,9958,
S710280030,,Harrisonia abyssinica Oliv.,has host,3012,
S710280030,,Nauclea latifolia Sm.,has host,3012,
S710280030,,Paullinia pinnata L.,has host,3012,
S710280030,,Piliostigma thonningii (Schum.),has host,3012,
S710280030,,Pseudarthria hookeri Wight & Arn.,has host,3012,
S710280040,,Ficus carica L.,has host,6968,
S710280040,,Ficus sp. ,has host,2119,
S710340020,,Azanza sp. ,has host,873,
S710340020,,Brachystegia boehmii Taub.,has host,8041,
S710340020,,Brachystegia sp. ,has host,873,
S710340170,,Dombeya sp. ,has host,873,
S710340170,,Gmelina arborea Roxb. ex Sm.,has host,7274,
S710340170,,Ochroma pyramidale (Cav. ex Lam.) Urb.,has host,3472,
S710340170,,Ochroma pyramidale (Cav. ex Lam.) Urb.,has host,7274,
S710340170,,Thespesia garckeana F. Hoffm.,has host,2186,
S710340170,,Thespesia garckeana F. Hoffm.,has host,7274,
S710360060,,Acacia sp. ,has host,5530,
S710360060,,Cassipourea malosana (Baker) Alston,has host,5530,
S710360060,,Dombeya sp. ,has host,5530,
S710360060,,Lannea nigritana (Scott Elliot) Keay,has host,3012,
S710360060,,Ozoroa mucronata (Bernh.) R. Fern. & A. Fern.,has host,7274,
S710360060,,Phaseolus sp. ,has host,5530,
S710360060,,Pinus radiata D. Don.,has host,5530,
S710360060,,Schinus molle L.,has host,7344,
S710360060,,Schinus molle L.,has host,9686,
S710640090,,Vachellia tortilis (Forssk.) Galasso & Banfi,has host,972,
S710640090,,Vachellia xanthophloea (Benth.) P.J.H. Hurter,has host,972,
S712510020,,Ephedra major Host,has host,6268,
S712520020,,Acacia drepanolobium Harms ex Y. Sjöstedt,has host,972,
S712520020,,Acacia sp. ,has host,7274,
S712520020,,Acacia sp. ,has host,9929,
S712520020,,Vachellia tortilis (Forssk.) Galasso & Banfi,has host,7344,
S712520020,,Vachellia xanthophloea (Benth.) P.J.H. Hurter,has host,972,
S712520040,,Acacia sp. ,has host,763,
S712520040,,Vachellia tortilis (Forssk.) Galasso & Banfi,has host,5293,
S712520070,,Acacia sp. ,has host,3565,
S712520070,,Prosopis sp. ,has host,3565,
S712540060,,Albizia sp. ,has host,4338,
S712540060,,Albizia sp. ,has host,9683,
S712540060,,Cynometra megalophylla Harms,has host,3012,
S712560180,,Smilax anceps Willd.,has host,2025,
S712560180,,Smilax anceps Willd.,has host,7274,
S712560180,,Smilax sp. ,has host,873,
S712560190,,Elettaria cardamomum (L.) Maton,has host,7274,
S712560210,,Bridelia micrantha (Hochst.) Baill.,has host,4338,
S712560250,,Acacia hirtella E. Mey,has host,2025,
S712560360,,Undefined Grasses ,has host,7274,
S712560360,,Undefined Grasses ,has host,9611,
S712560380,,Ficus capensis Thunb.,has host,2025,
S712560380,,Ficus petersii Warb.,has host,2025,
S712560380,,Ficus sp. ,has host,2025,
S712560400,,Cyperus sp. ,has host,7274,
S712560420,,Mariscus sp. ,has host,5530,
S712560420,,Panicum sp. ,has host,5530,
S712560420,,Pinus patula Schiede & Deppe,has host,5530,
S712560420,,Undefined Grasses ,has host,3472,
S712560420,,Undefined Grasses ,has host,7274,
S712560610,,Aframomum sp. ,has host,7274,
S712560620,,Schmidelia africana DC.,has host,2025,
S712560720,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3472,
S712560760,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3472,
S712560760,,Anthonotha macrophylla P. Beauv.,has host,3472,
S712560760,,Manniophyton fulvum Müll. Arg.,has host,3472,
S712560810,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,7274,
S712560840,,Faurea saligna Harv.,has host,2025,
S712560840,,Faurea sp. ,has host,873,
S712560840,,Parinari curatellifolia Planch. ex Benth.,has host,2025,
S712560840,,Parinari sp. ,has host,873,
S712560840,,Protea caffra Meisn.,has host,2025,
S712560840,,Protea sp. ,has host,873,
S712560970,,Erythrina abyssinica Lam. ex DC.,has host,7274,
S712560980,,Cyperus sp. ,has host,4338,
S712560980,,Cyperus sp. ,has host,9611,
S712560980,,Undefined Grasses ,has host,3472,
S712560980,,Undefined Grasses ,has host,7274,
S712560980,,Undefined Grasses ,has host,9611,
S712590030,,Coffea arabica L.,has host,5530,
S712590030,,Coffea arabica L.,has host,7274,
S712590030,,Coffea sp. ,has host,3124,
S712590030,,Eucalyptus pilularis Sm.,has host,5530,
S712590030,,Hesperocyparis lusitanica Miller,has host,5530,
S712590030,,Hesperocyparis lusitanica Miller,has host,7274,
S712590030,,Lagerstroemia sp. ,has host,7274,
S712590030,,Pinus radiata D. Don.,has host,5530,
S713090040,,Chrysophyllum albidum G. Don.,has host,3472,
S713090180,,Chrysophyllum sp. ,has host,4650,
S713090180,,Chrysophyllum sp. ,has host,7274,
S713090190,,Acacia hirtella E. Mey,has host,2025,
S713090190,,Acacia mollissima Willd.,has host,2025,
S713090190,,Acacia mollissima Willd.,has host,4069,
S713090190,,Acacia sp. ,has host,7274,
S713090190,,Acacia sp. ,has host,9611,
S713090190,,Albizia adianthifolia (Schum.) W. H. Wight,has host,3012,
S713090190,,Bauhinia reticulata DC.,has host,7274,
S713090190,,Bauhinia sp. ,has host,873,
S713090190,,Bridelia sp. ,has host,7274,
S713090190,,Cajanus cajan (L.) Millsp.,has host,7274,
S713090190,,Celtis kraussiana Benth.,has host,2025,
S713090190,,Celtis sp. ,has host,873,
S713090190,,Entada elephantina (Burch.) S.A.O’Donnell & G.P.Lewis,has host,4282,
S713090190,,Erythrina abyssinica Lam. ex DC.,has host,7274,
S713090190,,Eucalyptus camaldulensis Dehnh.,has host,7274,
S713090190,,Eucalyptus sp. ,has host,3016,
S713090190,,Geranium sp. ,has host,9683,
S713090190,,Gossypium sp. ,has host,7274,
S713090190,,Millettia zechiana Harms,has host,3012,
S713090190,,Piliostigma thonningii (Schum.),has host,3012,
S713090190,,Pterocarpus santalinoides L'Hér. ex DC.,has host,3012,
S713090190,,Quercus robur L.,has host,2025,
S713090190,,Quercus sp. ,has host,873,
S713090190,,Quisqualis sp. ,has host,7274,
S713090190,,Rhus laevigata L.,has host,2025,
S713090190,,Rhus sp. ,has host,873,
S713090190,,Ricinus communis L.,has host,2025,
S713090190,,Ricinus communis L.,has host,9683,
S713090190,,Ricinus sp. ,has host,7274,
S713090190,,Rosa sp. ,has host,7274,
S713090190,,Terminalia superba Engl. & Diels,has host,3254,
S713090190,,Trema bracteolata Blume,has host,2025,
S713090190,,Trema sp. ,has host,873,
S713090190,,Trifolium sp. ,has host,7274,
S713090190,,Typha sp. ,has host,7274,
S713090190,,Vachellia xanthophloea (Benth.) P.J.H. Hurter,has host,972,
S713090190,,Vigna unguiculata (L.) Walp.,has host,7274,
S713090200,,Chrysophyllum albidum G. Don.,has host,3472,
S713090230,,Sideroxylon inerme L.,has host,2025,
S713090270,,Achras sp. ,has host,7274,
S713090270,,Asclepias sp. ,has host,969,
S713090270,,Chrysophyllum sp. ,has host,873,
S713090270,,Donella viridifolia (J. M. Wood & Francks) Aubrév. & Pellegr.,has host,2025,
S713090270,,Manilkara discolor (Sond.) J. H. Hemsl.,has host,2025,
S713090270,,Mimusops obovata Engl.,has host,2025,
S713090270,,Mimusops sp. ,has host,873,
S713090270,,Sideroxylon sp. ,has host,7274,
S713090280,,Chrysophyllum sp. ,has host,4650,
S713090280,,Chrysophyllum sp. ,has host,7274,
S713090280,,Malacantha alnifolia (Bak.) Pierre,has host,3012,
S713090280,,Manilkara obovata (Sabine & G.Don) J.H.Hemsl.,has host,3012,
S713090280,,Mimusops kummel A. DC.,has host,3012,
S713090320,,Chrysophyllum albidum G. Don.,has host,3472,
S713090370,,Chrysophyllum sp. ,has host,4650,
S713090370,,Chrysophyllum sp. ,has host,7274,
S713200020,,Cassipourea congoensis R.Br. ex DC.,has host,3012,
S713200020,,Cremaspora triflora (Thonn.) K.Schum.,has host,3012,
S713210020,,Brachystegia globifera Benth.,has host,2025,
S713210020,,Brachystegia randii Baker f.,has host,2025,
S713210020,,Dombeya cymosa Harv.,has host,2025,
S713210020,,Grewia occidentalis L.,has host,2025,
S713210020,,Scutia myrtina (Burm. f.) Kurz.,has host,989,
S713210080,,Cassipourea gummiflua Tul.,has host,2025,
S713210080,,Crassipourea sp. ,has host,873,
S713260050,,Weihea gerrardi Schinz.,has host,2025,
S713360020,,Hesperocyparis lusitanica Miller,has host,7274,
S714050010,,Acacia mearnsii De Wild.,has host,7274,
S714050010,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,7274,
S714050010,,Casuarina sp. ,has host,3472,
S714050010,,Casuarina sp. ,has host,7274,
S714050010,,Cytisus proliferus var. palmensis H. Christ,has host,7274,
S714050010,,Erythrina abyssinica Lam. ex DC.,has host,7274,
S714050010,,Eucalyptus sp. ,has host,3016,
S714050010,,Eucalyptus torreliana F. Müll.,has host,7274,
S714050010,,Ficus sp. ,has host,7274,
S714050010,,Julbernardia magnistipulata (Harms) Troupin,has host,7274,
S714050010,,Lagerstroemia sp. ,has host,7274,
S714050010,,Markhamia sp. ,has host,3472,
S714050010,,Newbouldia laevis (P.Beauv.) Seemann ex Bureau,has host,7274,
S714050010,,Newbouldia sp. ,has host,3016,
S714050010,,Terminalia superba Engl. & Diels,has host,7274,
S714050010,,Trema orientalis (L.) Blume,has host,7274,
S714050010,,Undefined polyphagous ,has host,3351,
S714060045,,Aspilia sp. ,has host,4338,
S714060050,,Combretum apiculatum Sond.,has host,2025,
S714060050,,Combretum bracteosum (Hochst.) Engl. & Diels,has host,2025,
S714060050,,Combretum molle R. Br ex G. Don.,has host,2025,
S714060050,,Royena villosa L.,has host,2025,
S714060060,,Cleistachne sorghoides Benth.,has host,7274,
S714060060,,Loudetia simplex (Nees) C. E. Hubb.,has host,3012,
S714060060,,Undefined Grasses ,has host,771,
S714060060,,Undefined Grasses ,has host,9683,
S714060090,,Panicum sp. ,has host,4338,
S714060100,,Andropogon canaliculatus Schumach.,has host,3012,
S714060100,,Andropogon macrophyllus Stapf.,has host,3012,
S714060100,,Andropogon pseudapricus Stapf.,has host,3012,
S714060100,,Andropogon schirensis Hochst. ex A. Rich.,has host,3012,
S714060100,,Andropogon sp. ,has host,3012,
S714060100,,Cyperus cyperoides (L.) Kuntze,has host,3012,
S714060100,,Diectomis fastigiata (Sw.) P. Beauv.,has host,3012,
S714060100,,Hyparrhenia smithiana (Hook.f.) Stapf,has host,3012,
S714060100,,Hyparrhenia sp. ,has host,3012,
S714060100,,Hyparrhenia subplumosa Stapf.,has host,3012,
S714060100,,Imperata cylindrica (L.) Raeusch.,has host,3012,
S714060100,,Loudetia simplex (Nees) C. E. Hubb.,has host,3012,
S714060100,,Paspalum sp. ,has host,3012,
S714060100,,Pennisetum subangustum (Schumach.) Stapf & C.E.Hubb.,has host,3012,
S714060100,,Sporobolus pyramidalis P. Beauv.,has host,3012,
S714060110,,Pinus sp. ,has host,873,
S714100050,,Anthonotha macrophylla P. Beauv.,has host,3472,
S714130030,,Aspalathus linearis (N.L.Burm.) R.Dahlgr.,has host,6968,
S714130030,,Dimorphotheca ecklonis DC.,has host,9687,
S714130030,,Geranium sp. ,has host,3279,
S714130030,,Osteospermum polygaloides L.,has host,5045,
S714130030,,Osteospermum sp. ,has host,873,
S714130030,,Pelargonium sp. ,has host,6968,
S714130030,,Pinus radiata D. Don.,has host,2234,
S714130030,,Vaccinium sp. ,has host,6968,
S714130050,,Acacia mearnsii De Wild.,has host,2037,
S714130050,,Acacia mearnsii De Wild.,has host,7274,
S714130050,,Acacia pycnantha Benth.,has host,5530,
S714130050,,Acacia sp. ,has host,4069,
S714130050,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,3472,
S714130050,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,4650,
S714130050,,Alchornea cordifolia (Schumach. & Thonn.) Müll. Arg.,has host,7274,
S714130050,,Alchornea sp. ,has host,873,
S714130050,,Casuarina sp. ,has host,3472,
S714130050,,Casuarina sp. ,has host,7274,
S714130050,,Citrus sp. ,has host,873,
S714130050,,Coffea sp. ,has host,873,
S714130050,,Crossopteryx febrifuga (Afzel. ex G. Don) Benth.,has host,3012,
S714130050,,Cupressus macnabiana A. Murray,has host,5530,
S714130050,,Cupressus pygmaea (Lemmon) Sarg.,has host,4069,
S714130050,,Cydonia sp. ,has host,7274,
S714130050,,Eucalyptus camaldulensis Dehnh.,has host,5530,
S714130050,,Eucalyptus globulus L.,has host,5530,
S714130050,,Fragaria sp. ,has host,873,
S714130050,,Geranium sp. ,has host,7274,
S714130050,,Gossypium sp. ,has host,7219,
S714130050,,Hibiscus sp. ,has host,7274,
S714130050,,Jacaranda mimosifolia D. Don,has host,5530,
S714130050,,Lagerstroemia sp. ,has host,7274,
S714130050,,Malus domestica Borkh.,has host,5530,
S714130050,,Malus domestica Borkh.,has host,7274,
S714130050,,Pinus radiata D. Don.,has host,4069,
S714130050,,Prunus domestica L.,has host,5530,
S714130050,,Ricinus communis L.,has host,2037,
S714130050,,Ricinus communis L.,has host,5530,
S714130050,,Ricinus sp. ,has host,7274,
S714130050,,Robinia pseudoacacia L.,has host,5530,
S714130050,,Sabicea sp. ,has host,3012,
S714130050,,Schinus molle L.,has host,4069,
S714130050,,Syzygium sp. ,has host,7274,
S714130050,,Ulmus parvifolia Jacq.,has host,5530,
S714130050,,Ulmus pumila L.,has host,4069,
S714130050,,Vachellia xanthophloea (Benth.) P.J.H. Hurter,has host,972,
S714130050,,Zea mays L.,has host,873,
S714130050,,Ziziphus abyssinica Hochst. ex A. Rich,has host,7274,
S714130050,,Ziziphus sp. ,has host,5530,
S714130060,,Begonia sp. ,has host,3017,
S714130060,,Begonia sp. ,has host,5530,
S714130060,,Cajanus cajan (L.) Millsp.,has host,5530,
S714130060,,Corchorus sp. ,has host,5530,
S714130060,,Gerbera sp. ,has host,873,
S714130060,,Hibiscus esculentus L.,has host,7126,
S714130060,,Medicago sativa L.,has host,5530,
S714130060,,Pinus patula Schiede & Deppe,has host,5530,
S714130060,,Pinus radiata D. Don.,has host,5530,
S714130060,,Pinus sp. ,has host,873,
S714130060,,Undefined polyphagous ,has host,10384,
S714130080,,Aspalathus sp. ,has host,5045,
S714130080,,Carpobrotus sp. ,has host,5045,
S714130080,,Mesembryanthemum sp. ,has host,873,
S714220040,,Hibiscus micranthus L.f.,has host,2025,
S714220040,,Hibiscus sp. ,has host,873,
S714240100,,Cenchrus purpureus (Schumach.) Morrone,has host,7274,
S714240100,,Digitaria abyssinica (A. Rich.) Stapf.,has host,7274,
S714240100,,Imperata cylindrica (L.) Raeusch.,has host,7274,
S714240100,,Ipomoea batatas (L.) Lam.,has host,7274,
S714240100,,Panicum sp. ,has host,7274,
S714240100,,Undefined Grasses ,has host,9683,
S714270070,,Cenchrus purpureus (Schumach.) Morrone,has host,7274,
S714270210,,Ricinus communis L.,has host,7274,
S714270210,,Sterculia sp. ,has host,7274,
S714370080,,Rubus sp. ,has host,7274,
S714370080,,Thunbergia alata Bojer ex Sims,has host,7274,
S714430010,,Adansonia digitata L.,has host,526,
S714450020,,Combretum indicum (L.) DeFilipps,has host,9683,
S714450020,,Combretum latialatum Engl.,has host,3472,
S714450020,,Quisqualis sp. ,has host,7274,
S714450050,,Combretum sp. ,has host,7274,
S714450050,,Quisqualis sp. ,has host,7274,
S714490020,,Combretum molle R. Br ex G. Don.,has host,2025,
S714490020,,Ficus capensis Thunb.,has host,3012,
S714550010,,Hyparrhenia rufa (Nees) Stapf,has host,7274,
S714550010,,Undefined Grasses ,has host,4650,
S714550010,,Undefined Grasses ,has host,7274,
S714550070,,Dianthus caryophyllus L.,has host,7274,
S714550070,,Gloriosa sp. ,has host,7274,
S714550070,,Gossypium sp. ,has host,7274,
S714550080,,Alysicarpus sp. ,has host,7274,
S714550120,,Eleusine coracana (L.) Gaertn.,has host,7274,
S714550120,,Panicum maximum Jacq.,has host,7274,
S714550120,,Sporobolus sp. ,has host,7274,
S714550150,,Vernonia sp. ,has host,9683,
S714550210,,Baccharodes guineensis (Benth.) H.Rob.,has host,3012,
